order_id,customer_id,order_date,status,region,acquisition_channel
ORD004866,CUST03741,2024-05-03,completed,South,Paid Social
ORD004867,CUST03741,2024-05-07,completed,South,Paid Social
ORD004868,CUST03741,2024-05-09,completed,South,Paid Social
ORD004869,CUST03741,2024-05-18,completed,South,Paid Social
ORD004870,CUST03741,2024-05-27,completed,South,Paid Social
ORD004871,CUST03741,2024-06-01,completed,South,Paid Social
ORD004872,CUST03741,2024-06-11,returned,South,Paid Social
ORD004873,CUST03741,2024-06-15,completed,South,Paid Social
ORD004874,CUST03741,2024-06-28,completed,South,Paid Social
ORD004875,CUST03741,2024-07-04,completed,South,Paid Social
ORD004876,CUST03714,2024-06-03,completed,South,Referral
ORD004877,CUST03714,2024-06-08,completed,South,Referral
ORD004878,CUST03314,2024-05-10,completed,South,Email
ORD004879,CUST03314,2024-08-17,completed,South,Email
ORD004880,CUST03314,2024-08-21,completed,South,Email
ORD004881,CUST03152,2024-06-19,completed,Northeast,Paid Social
ORD004882,CUST03152,2024-07-05,completed,Northeast,Paid Social
ORD004883,CUST03152,2024-07-09,completed,Northeast,Paid Social
ORD004884,CUST03152,2024-07-11,completed,Northeast,Paid Social
ORD004885,CUST03152,2024-07-14,completed,Northeast,Paid Social
ORD004886,CUST03152,2024-07-24,cancelled,Northeast,Paid Social
ORD004887,CUST03152,2024-08-18,completed,Northeast,Paid Social
ORD004888,CUST03850,2024-05-23,completed,South,Organic Search
ORD004889,CUST03850,2024-08-17,completed,South,Organic Search
ORD004890,CUST00078,2024-05-22,completed,Northeast,Paid Social
ORD004891,CUST00078,2024-05-24,returned,Northeast,Paid Social
ORD004892,CUST00078,2024-06-14,completed,Northeast,Paid Social
ORD004893,CUST00078,2024-08-24,returned,Northeast,Paid Social
ORD004894,CUST00078,2024-08-31,completed,Northeast,Paid Social
ORD004895,CUST00078,2024-09-24,completed,Northeast,Paid Social
ORD004896,CUST00078,2024-09-27,completed,Northeast,Paid Social
ORD004897,CUST00078,2024-11-30,completed,Northeast,Paid Social
ORD004898,CUST00976,2024-05-06,completed,West,Organic Search
ORD004899,CUST00976,2024-05-21,completed,West,Organic Search
ORD004900,CUST00976,2024-05-28,completed,West,Organic Search
ORD004901,CUST00976,2024-06-07,cancelled,West,Organic Search
ORD004902,CUST03197,2024-06-01,completed,Midwest,Email
ORD004903,CUST03197,2024-06-02,completed,Midwest,Email
ORD004904,CUST03197,2024-06-12,completed,Midwest,Email
ORD004905,CUST03197,2024-06-14,completed,Midwest,Email
ORD004906,CUST02914,2024-05-15,completed,West,Paid Social
ORD004907,CUST02914,2024-06-20,returned,West,Paid Social
ORD004908,CUST02914,2024-06-24,completed,West,Paid Social
ORD004909,CUST02914,2024-09-21,completed,West,Paid Social
ORD004910,CUST02914,2024-10-16,completed,West,Paid Social
ORD004911,CUST02914,2024-11-16,completed,West,Paid Social
ORD004912,CUST02914,2025-04-30,completed,West,Paid Social
ORD004913,CUST02914,2025-05-25,returned,West,Paid Social
ORD004914,CUST02315,2024-05-24,cancelled,Northeast,Organic Search
ORD004915,CUST02315,2024-07-13,completed,Northeast,Organic Search
ORD004916,CUST02315,2024-08-12,completed,Northeast,Organic Search
ORD004917,CUST03336,2024-05-13,completed,South,Direct
ORD004918,CUST03336,2024-06-07,completed,South,Direct
ORD004919,CUST03336,2024-06-08,completed,South,Direct
ORD004920,CUST03336,2024-06-09,completed,South,Direct
ORD004921,CUST03336,2024-06-15,completed,South,Direct
ORD004922,CUST01512,2024-05-19,completed,South,Paid Social
ORD004923,CUST01512,2024-05-25,completed,South,Paid Social
ORD004924,CUST01512,2024-08-12,completed,South,Paid Social
ORD004925,CUST01512,2024-09-06,completed,South,Paid Social
ORD004926,CUST01512,2024-09-23,completed,South,Paid Social
ORD004927,CUST03811,2024-09-30,completed,South,Organic Search
ORD004928,CUST00032,2024-05-22,returned,South,Paid Social
ORD004929,CUST00032,2024-06-14,completed,South,Paid Social
ORD004930,CUST00032,2024-06-25,completed,South,Paid Social
ORD004931,CUST00032,2024-07-07,completed,South,Paid Social
ORD004932,CUST00032,2024-07-13,completed,South,Paid Social
ORD004933,CUST00032,2024-07-29,returned,South,Paid Social
ORD004934,CUST00032,2024-08-09,completed,South,Paid Social
ORD004935,CUST00032,2024-08-16,returned,South,Paid Social
ORD004936,CUST02968,2024-05-04,cancelled,Midwest,Organic Search
ORD004937,CUST02968,2024-05-09,returned,Midwest,Organic Search
ORD004938,CUST02968,2024-05-11,completed,Midwest,Organic Search
ORD004939,CUST02968,2024-05-15,completed,Midwest,Organic Search
ORD004940,CUST02968,2024-05-27,completed,Midwest,Organic Search
ORD004941,CUST02968,2024-06-01,completed,Midwest,Organic Search
ORD004942,CUST00567,2024-05-19,completed,Northeast,Email
ORD004943,CUST00567,2024-06-02,completed,Northeast,Email
ORD004944,CUST00567,2024-06-05,completed,Northeast,Email
ORD004945,CUST03782,2024-05-09,completed,West,Paid Social
ORD004946,CUST02936,2024-05-29,completed,Northeast,Direct
ORD004947,CUST02936,2024-07-07,completed,Northeast,Direct
ORD004948,CUST02936,2024-07-13,returned,Northeast,Direct
ORD004949,CUST02936,2024-07-21,completed,Northeast,Direct
ORD004950,CUST01503,2024-05-13,completed,Northeast,Organic Search
ORD004951,CUST01503,2024-05-21,completed,Northeast,Organic Search
ORD004952,CUST01503,2024-05-22,completed,Northeast,Organic Search
ORD004953,CUST01503,2024-06-04,completed,Northeast,Organic Search
ORD004954,CUST01503,2024-06-06,completed,Northeast,Organic Search
ORD004955,CUST00412,2024-05-07,completed,West,Referral
ORD004956,CUST00412,2024-05-08,completed,West,Referral
ORD004957,CUST00412,2024-05-12,completed,West,Referral
ORD004958,CUST00412,2024-06-02,returned,West,Referral
ORD004959,CUST00412,2024-06-18,completed,West,Referral
ORD004960,CUST00412,2024-06-20,completed,West,Referral
ORD004961,CUST00412,2024-07-13,completed,West,Referral
ORD004962,CUST00412,2024-07-15,completed,West,Referral
ORD004963,CUST01479,2024-06-09,completed,West,Paid Social
ORD004964,CUST01479,2024-08-22,completed,West,Paid Social
ORD004965,CUST01479,2024-08-22,completed,West,Paid Social
ORD004966,CUST01545,2024-05-07,completed,Midwest,Paid Social
ORD004967,CUST01545,2024-06-16,cancelled,Midwest,Paid Social
ORD004968,CUST01545,2024-07-12,completed,Midwest,Paid Social
ORD004969,CUST01545,2024-07-19,completed,Midwest,Paid Social
ORD004970,CUST01545,2024-08-03,completed,Midwest,Paid Social
ORD004971,CUST03702,2024-07-22,completed,Northeast,Organic Search
ORD004972,CUST03702,2024-12-10,completed,Northeast,Organic Search
ORD004973,CUST03702,2024-12-15,completed,Northeast,Organic Search
ORD004974,CUST00326,2024-05-14,completed,West,Organic Search
ORD004975,CUST00326,2024-06-07,completed,West,Organic Search
ORD004976,CUST00326,2024-06-18,completed,West,Organic Search
ORD004977,CUST00326,2024-06-24,completed,West,Organic Search
ORD004978,CUST00326,2024-07-01,completed,West,Organic Search
ORD004979,CUST00326,2024-07-08,cancelled,West,Organic Search
ORD004980,CUST00326,2024-07-10,completed,West,Organic Search
ORD004981,CUST00326,2024-07-18,completed,West,Organic Search
ORD004982,CUST00326,2024-08-02,cancelled,West,Organic Search
ORD004983,CUST00326,2024-08-07,completed,West,Organic Search
ORD004984,CUST00326,2024-08-11,completed,West,Organic Search
ORD004985,CUST00326,2024-09-23,returned,West,Organic Search
ORD004986,CUST00326,2024-10-05,completed,West,Organic Search
ORD004987,CUST03484,2024-06-11,completed,Midwest,Email
ORD004988,CUST03484,2024-06-20,completed,Midwest,Email
ORD004989,CUST03484,2024-06-30,completed,Midwest,Email
ORD004990,CUST03484,2024-06-30,completed,Midwest,Email
ORD004991,CUST03484,2024-07-05,completed,Midwest,Email
ORD004992,CUST03484,2024-07-21,completed,Midwest,Email
ORD004993,CUST03484,2024-08-02,completed,Midwest,Email
ORD004994,CUST03484,2024-08-29,completed,Midwest,Email
ORD004995,CUST01656,2024-07-21,returned,Northeast,Referral
ORD004996,CUST01656,2024-08-31,completed,Northeast,Referral
ORD004997,CUST01656,2024-11-01,completed,Northeast,Referral
ORD004998,CUST03089,2024-05-16,completed,West,Paid Social
ORD004999,CUST03089,2024-07-03,completed,West,Paid Social
ORD005000,CUST03089,2024-09-26,completed,West,Paid Social
ORD005001,CUST03089,2024-12-10,completed,West,Paid Social
ORD005002,CUST03089,2025-02-10,completed,West,Paid Social
ORD005003,CUST03089,2025-02-19,completed,West,Paid Social
ORD005004,CUST03089,2025-02-20,completed,West,Paid Social
ORD005005,CUST03089,2025-03-06,completed,West,Paid Social
ORD005006,CUST00626,2024-05-14,completed,Midwest,Direct
ORD005007,CUST00626,2024-05-15,completed,Midwest,Direct
ORD005008,CUST00626,2024-05-15,completed,Midwest,Direct
ORD005009,CUST00626,2024-05-17,completed,Midwest,Direct
ORD005010,CUST00626,2024-05-21,completed,Midwest,Direct
ORD005011,CUST00626,2024-05-29,cancelled,Midwest,Direct
ORD005012,CUST00626,2024-05-31,completed,Midwest,Direct
ORD005013,CUST00626,2024-06-01,completed,Midwest,Direct
ORD005014,CUST00626,2024-06-05,completed,Midwest,Direct
ORD005015,CUST00626,2024-06-05,completed,Midwest,Direct
ORD005016,CUST01291,2024-05-31,completed,Midwest,Paid Social
ORD005017,CUST01291,2024-06-07,returned,Midwest,Paid Social
ORD005018,CUST01291,2024-07-04,completed,Midwest,Paid Social
ORD005019,CUST01291,2024-07-05,completed,Midwest,Paid Social
ORD005020,CUST01291,2024-07-07,completed,Midwest,Paid Social
ORD005021,CUST01291,2024-07-15,returned,Midwest,Paid Social
ORD005022,CUST01291,2024-08-27,completed,Midwest,Paid Social
ORD005023,CUST01291,2024-09-16,returned,Midwest,Paid Social
ORD005024,CUST01291,2024-10-08,completed,Midwest,Paid Social
ORD005025,CUST01291,2024-11-01,completed,Midwest,Paid Social
ORD005026,CUST00486,2024-08-14,completed,Midwest,Direct
ORD005027,CUST00486,2024-09-03,completed,Midwest,Direct
ORD005028,CUST00486,2024-09-06,returned,Midwest,Direct
ORD005029,CUST00486,2024-09-23,completed,Midwest,Direct
ORD005030,CUST00486,2024-11-23,completed,Midwest,Direct
ORD005031,CUST00486,2024-11-29,completed,Midwest,Direct
ORD005032,CUST01817,2024-07-02,completed,Midwest,Paid Social
ORD005033,CUST01817,2024-07-04,completed,Midwest,Paid Social
ORD005034,CUST01817,2024-07-04,completed,Midwest,Paid Social
ORD005035,CUST01817,2024-07-14,completed,Midwest,Paid Social
ORD005036,CUST01817,2024-08-15,completed,Midwest,Paid Social
ORD005037,CUST01817,2024-08-19,completed,Midwest,Paid Social
ORD005038,CUST01817,2024-09-19,completed,Midwest,Paid Social
ORD005039,CUST01817,2024-09-21,completed,Midwest,Paid Social
ORD005040,CUST01817,2024-10-01,returned,Midwest,Paid Social
ORD005041,CUST01817,2024-10-19,completed,Midwest,Paid Social
ORD005042,CUST01817,2024-10-21,completed,Midwest,Paid Social
ORD005043,CUST00148,2024-08-06,completed,West,Paid Social
ORD005044,CUST00148,2024-09-10,completed,West,Paid Social
ORD005045,CUST00148,2024-12-11,completed,West,Paid Social
ORD005046,CUST00148,2025-02-20,completed,West,Paid Social
ORD005047,CUST00148,2025-03-25,completed,West,Paid Social
ORD005048,CUST00148,2025-04-01,completed,West,Paid Social
ORD005049,CUST01877,2024-05-17,completed,Northeast,Email
ORD005050,CUST01877,2024-05-17,completed,Northeast,Email
ORD005051,CUST01877,2024-05-24,completed,Northeast,Email
ORD005052,CUST01877,2024-05-25,completed,Northeast,Email
ORD005053,CUST01877,2024-05-25,completed,Northeast,Email
ORD005054,CUST01877,2024-06-05,completed,Northeast,Email
ORD005055,CUST01877,2024-06-10,completed,Northeast,Email
ORD005056,CUST01877,2024-06-20,returned,Northeast,Email
ORD005057,CUST01877,2024-06-28,completed,Northeast,Email
ORD005058,CUST01112,2024-05-07,cancelled,Northeast,Email
ORD005059,CUST01112,2024-06-10,completed,Northeast,Email
ORD005060,CUST01112,2024-06-18,completed,Northeast,Email
ORD005061,CUST03911,2024-10-15,completed,West,Organic Search
ORD005062,CUST03911,2025-01-22,cancelled,West,Organic Search
ORD005063,CUST02175,2024-06-14,completed,South,Organic Search
ORD005064,CUST02175,2024-06-28,completed,South,Organic Search
ORD005065,CUST02175,2024-06-30,completed,South,Organic Search
ORD005066,CUST02175,2024-07-06,completed,South,Organic Search
ORD005067,CUST02175,2024-07-22,completed,South,Organic Search
ORD005068,CUST02175,2024-07-22,completed,South,Organic Search
ORD005069,CUST02175,2024-08-07,completed,South,Organic Search
ORD005070,CUST02175,2024-08-08,completed,South,Organic Search
ORD005071,CUST00719,2024-05-08,completed,Northeast,Email
ORD005072,CUST00719,2024-05-16,completed,Northeast,Email
ORD005073,CUST00719,2024-05-29,completed,Northeast,Email
ORD005074,CUST00719,2024-06-21,completed,Northeast,Email
ORD005075,CUST00719,2024-07-09,returned,Northeast,Email
ORD005076,CUST00719,2024-08-13,cancelled,Northeast,Email
ORD005077,CUST00719,2024-09-08,completed,Northeast,Email
ORD005078,CUST00719,2024-10-25,completed,Northeast,Email
ORD005079,CUST00719,2024-10-29,returned,Northeast,Email
ORD005080,CUST00719,2024-11-23,completed,Northeast,Email
ORD005081,CUST00719,2024-11-25,returned,Northeast,Email
ORD005082,CUST02293,2024-05-15,completed,Northeast,Paid Social
ORD005083,CUST02293,2024-05-25,completed,Northeast,Paid Social
ORD005084,CUST03110,2024-06-19,completed,West,Paid Social
ORD005085,CUST03110,2024-07-04,completed,West,Paid Social
ORD005086,CUST03110,2024-08-28,returned,West,Paid Social
ORD005087,CUST03110,2024-09-13,completed,West,Paid Social
ORD005088,CUST03110,2024-10-14,completed,West,Paid Social
ORD005089,CUST02209,2024-10-02,completed,Midwest,Email
ORD005090,CUST02209,2024-10-21,completed,Midwest,Email
ORD005091,CUST02209,2024-11-10,completed,Midwest,Email
ORD005092,CUST02209,2024-12-01,completed,Midwest,Email
ORD005093,CUST00637,2024-10-25,completed,Midwest,Organic Search
ORD005094,CUST01386,2024-06-16,completed,South,Referral
ORD005095,CUST01386,2024-08-10,completed,South,Referral
ORD005096,CUST03435,2024-07-31,completed,South,Referral
ORD005097,CUST03435,2024-08-29,completed,South,Referral
ORD005098,CUST03435,2024-09-07,completed,South,Referral
ORD005099,CUST03210,2024-05-31,completed,Northeast,Referral
ORD005100,CUST03210,2024-06-02,completed,Northeast,Referral
ORD005101,CUST01288,2024-05-16,completed,Midwest,Organic Search
ORD005102,CUST01288,2024-05-29,completed,Midwest,Organic Search
ORD005103,CUST01288,2024-06-07,cancelled,Midwest,Organic Search
ORD005104,CUST01288,2024-07-10,returned,Midwest,Organic Search
ORD005105,CUST01288,2024-07-19,completed,Midwest,Organic Search
ORD005106,CUST01288,2024-07-30,completed,Midwest,Organic Search
ORD005107,CUST01288,2024-08-03,completed,Midwest,Organic Search
ORD005108,CUST01288,2024-08-08,completed,Midwest,Organic Search
ORD005109,CUST01288,2024-08-24,completed,Midwest,Organic Search
ORD005110,CUST00327,2024-05-12,returned,Northeast,Direct
ORD005111,CUST00327,2024-10-27,completed,Northeast,Direct
ORD005112,CUST00327,2024-11-15,completed,Northeast,Direct
ORD005113,CUST00327,2024-12-28,completed,Northeast,Direct
ORD005114,CUST00327,2025-02-09,completed,Northeast,Direct
ORD005115,CUST00327,2025-03-12,cancelled,Northeast,Direct
ORD005116,CUST00327,2025-04-08,completed,Northeast,Direct
ORD005117,CUST03628,2024-10-03,completed,South,Paid Social
ORD005118,CUST03628,2024-10-15,returned,South,Paid Social
ORD005119,CUST03628,2024-10-29,completed,South,Paid Social
ORD005120,CUST03293,2024-05-15,completed,West,Referral
ORD005121,CUST03293,2024-05-29,completed,West,Referral
ORD005122,CUST01308,2024-05-17,completed,Northeast,Referral
ORD005123,CUST01308,2024-05-22,completed,Northeast,Referral
ORD005124,CUST01308,2024-05-23,completed,Northeast,Referral
ORD005125,CUST01308,2024-08-11,completed,Northeast,Referral
ORD005126,CUST03255,2024-05-12,completed,South,Direct
ORD005127,CUST03255,2024-05-21,completed,South,Direct
ORD005128,CUST03255,2024-06-01,completed,South,Direct
ORD005129,CUST03255,2024-06-01,completed,South,Direct
ORD005130,CUST03255,2024-06-09,completed,South,Direct
ORD005131,CUST03255,2024-06-26,completed,South,Direct
ORD005132,CUST03255,2024-07-18,completed,South,Direct
ORD005133,CUST02882,2024-06-03,completed,South,Direct
ORD005134,CUST02882,2024-06-29,returned,South,Direct
ORD005135,CUST02882,2024-08-11,completed,South,Direct
ORD005136,CUST02882,2024-08-15,completed,South,Direct
ORD005137,CUST02882,2024-08-26,completed,South,Direct
ORD005138,CUST02882,2024-10-22,completed,South,Direct
ORD005139,CUST01609,2024-05-09,completed,Northeast,Paid Social
ORD005140,CUST01609,2024-05-25,completed,Northeast,Paid Social
ORD005141,CUST01609,2024-05-28,completed,Northeast,Paid Social
ORD005142,CUST01609,2024-06-05,completed,Northeast,Paid Social
ORD005143,CUST01609,2024-06-10,completed,Northeast,Paid Social
ORD005144,CUST01609,2024-07-05,completed,Northeast,Paid Social
ORD005145,CUST01609,2024-07-22,completed,Northeast,Paid Social
ORD005146,CUST01609,2024-08-08,completed,Northeast,Paid Social
ORD005147,CUST01609,2024-08-17,completed,Northeast,Paid Social
ORD005148,CUST00566,2024-05-09,cancelled,Midwest,Email
ORD005149,CUST00566,2024-06-08,completed,Midwest,Email
ORD005150,CUST00566,2024-06-24,completed,Midwest,Email
ORD005151,CUST00566,2024-07-30,completed,Midwest,Email
ORD005152,CUST00566,2024-08-04,completed,Midwest,Email
ORD005153,CUST00566,2024-08-08,completed,Midwest,Email
ORD005154,CUST00566,2024-08-21,completed,Midwest,Email
ORD005155,CUST00566,2024-09-09,completed,Midwest,Email
ORD005156,CUST00566,2024-09-25,completed,Midwest,Email
ORD005157,CUST00566,2024-10-15,returned,Midwest,Email
ORD005158,CUST00510,2024-09-20,returned,South,Email
ORD005159,CUST01047,2024-08-21,completed,Midwest,Paid Social
ORD005160,CUST01047,2024-08-26,completed,Midwest,Paid Social
ORD005161,CUST01047,2024-09-16,cancelled,Midwest,Paid Social
ORD005162,CUST01047,2024-11-05,completed,Midwest,Paid Social
ORD005163,CUST01047,2024-11-15,completed,Midwest,Paid Social
ORD005164,CUST01265,2024-05-13,completed,Midwest,Email
ORD005165,CUST01265,2024-06-02,returned,Midwest,Email
ORD005166,CUST01265,2024-06-13,completed,Midwest,Email
ORD005167,CUST01265,2024-06-25,completed,Midwest,Email
ORD005168,CUST01265,2024-07-06,returned,Midwest,Email
ORD005169,CUST01265,2024-07-10,completed,Midwest,Email
ORD005170,CUST01265,2024-07-14,completed,Midwest,Email
ORD005171,CUST01265,2024-07-25,completed,Midwest,Email
ORD005172,CUST02641,2024-07-05,returned,Northeast,Organic Search
ORD005173,CUST02641,2024-07-14,completed,Northeast,Organic Search
ORD005174,CUST02641,2024-08-04,completed,Northeast,Organic Search
ORD005175,CUST02641,2024-10-12,completed,Northeast,Organic Search
ORD005176,CUST02641,2024-11-13,completed,Northeast,Organic Search
ORD005177,CUST00593,2024-08-28,completed,South,Paid Social
ORD005178,CUST00593,2024-09-11,completed,South,Paid Social
ORD005179,CUST00593,2024-09-28,completed,South,Paid Social
ORD005180,CUST00593,2024-12-07,completed,South,Paid Social
ORD005181,CUST03372,2024-06-05,completed,West,Organic Search
ORD005182,CUST03372,2024-06-27,completed,West,Organic Search
ORD005183,CUST03372,2024-07-08,completed,West,Organic Search
ORD005184,CUST03372,2024-07-10,completed,West,Organic Search
ORD005185,CUST00189,2024-05-22,completed,Northeast,Email
ORD005186,CUST00189,2024-06-04,completed,Northeast,Email
ORD005187,CUST00189,2024-06-24,completed,Northeast,Email
ORD005188,CUST00189,2024-09-05,completed,Northeast,Email
ORD005189,CUST00189,2024-09-20,cancelled,Northeast,Email
ORD005190,CUST00189,2024-10-22,completed,Northeast,Email
ORD005191,CUST00854,2024-05-10,completed,Midwest,Paid Social
ORD005192,CUST00854,2024-05-26,cancelled,Midwest,Paid Social
ORD005193,CUST00854,2024-05-29,completed,Midwest,Paid Social
ORD005194,CUST00854,2024-06-17,cancelled,Midwest,Paid Social
ORD005195,CUST00854,2024-06-22,completed,Midwest,Paid Social
ORD005196,CUST00854,2024-06-23,completed,Midwest,Paid Social
ORD005197,CUST00854,2024-07-01,cancelled,Midwest,Paid Social
ORD005198,CUST00097,2024-06-18,completed,Northeast,Organic Search
ORD005199,CUST00097,2024-06-25,completed,Northeast,Organic Search
ORD005200,CUST00097,2024-09-17,completed,Northeast,Organic Search
ORD005201,CUST00097,2024-11-21,completed,Northeast,Organic Search
ORD005202,CUST00097,2024-12-02,completed,Northeast,Organic Search
ORD005203,CUST00097,2025-03-06,completed,Northeast,Organic Search
ORD005204,CUST00097,2025-04-03,completed,Northeast,Organic Search
ORD005205,CUST00097,2025-04-20,completed,Northeast,Organic Search
ORD005206,CUST00097,2025-04-22,completed,Northeast,Organic Search
ORD005207,CUST01402,2024-05-17,returned,West,Organic Search
ORD005208,CUST01402,2024-07-07,completed,West,Organic Search
ORD005209,CUST01402,2024-07-13,completed,West,Organic Search
ORD005210,CUST01402,2024-07-20,completed,West,Organic Search
ORD005211,CUST01402,2024-07-23,completed,West,Organic Search
ORD005212,CUST02667,2024-05-27,completed,West,Paid Social
ORD005213,CUST02667,2024-06-29,completed,West,Paid Social
ORD005214,CUST02667,2025-01-18,completed,West,Paid Social
ORD005215,CUST02667,2025-03-25,completed,West,Paid Social
ORD005216,CUST03073,2024-05-25,completed,Midwest,Email
ORD005217,CUST03073,2024-08-03,cancelled,Midwest,Email
ORD005218,CUST03073,2024-11-29,completed,Midwest,Email
ORD005219,CUST03073,2024-12-25,completed,Midwest,Email
ORD005220,CUST03073,2025-03-01,completed,Midwest,Email
ORD005221,CUST03073,2025-03-15,completed,Midwest,Email
ORD005222,CUST03073,2025-03-16,completed,Midwest,Email
ORD005223,CUST00384,2024-09-20,completed,Northeast,Referral
ORD005224,CUST00384,2024-11-16,completed,Northeast,Referral
ORD005225,CUST00384,2024-11-16,returned,Northeast,Referral
ORD005226,CUST00384,2024-11-26,completed,Northeast,Referral
ORD005227,CUST00384,2024-12-01,completed,Northeast,Referral
ORD005228,CUST02182,2024-07-30,completed,Northeast,Referral
ORD005229,CUST02182,2024-09-27,completed,Northeast,Referral
ORD005230,CUST03084,2024-06-07,completed,Northeast,Organic Search
ORD005231,CUST03084,2024-06-23,completed,Northeast,Organic Search
ORD005232,CUST03094,2024-05-18,cancelled,Midwest,Organic Search
ORD005233,CUST03094,2024-12-12,completed,Midwest,Organic Search
ORD005234,CUST03745,2024-05-28,completed,South,Direct
ORD005235,CUST03745,2024-06-16,returned,South,Direct
ORD005236,CUST03745,2024-06-21,completed,South,Direct
ORD005237,CUST03745,2024-07-03,returned,South,Direct
ORD005238,CUST03745,2024-07-20,completed,South,Direct
ORD005239,CUST03968,2024-05-12,completed,Midwest,Email
ORD005240,CUST03968,2024-08-21,cancelled,Midwest,Email
ORD005241,CUST03968,2024-10-08,completed,Midwest,Email
ORD005242,CUST03968,2024-12-22,completed,Midwest,Email
ORD005243,CUST03968,2025-03-26,completed,Midwest,Email
ORD005244,CUST03968,2025-05-25,completed,Midwest,Email
ORD005245,CUST00832,2024-05-13,completed,Midwest,Email
ORD005246,CUST00832,2024-06-08,completed,Midwest,Email
ORD005247,CUST00832,2024-06-09,completed,Midwest,Email
ORD005248,CUST00832,2024-07-29,completed,Midwest,Email
ORD005249,CUST00832,2024-08-26,cancelled,Midwest,Email
ORD005250,CUST00832,2024-09-10,completed,Midwest,Email
ORD005251,CUST00832,2024-10-16,completed,Midwest,Email
ORD005252,CUST02967,2024-06-19,returned,Midwest,Paid Social
ORD005253,CUST02967,2024-07-02,cancelled,Midwest,Paid Social
ORD005254,CUST02967,2024-11-19,completed,Midwest,Paid Social
ORD005255,CUST01542,2024-06-07,completed,South,Paid Social
ORD005256,CUST01542,2024-08-03,returned,South,Paid Social
ORD005257,CUST01542,2024-09-28,completed,South,Paid Social
ORD005258,CUST01542,2024-11-23,completed,South,Paid Social
ORD005259,CUST01542,2024-12-28,completed,South,Paid Social
ORD005260,CUST01542,2025-01-30,completed,South,Paid Social
ORD005261,CUST01542,2025-02-09,completed,South,Paid Social
ORD005262,CUST01542,2025-03-08,returned,South,Paid Social
ORD005263,CUST03275,2024-05-14,completed,Midwest,Email
ORD005264,CUST03275,2024-05-24,completed,Midwest,Email
ORD005265,CUST03275,2024-06-01,returned,Midwest,Email
ORD005266,CUST03275,2024-09-16,completed,Midwest,Email
ORD005267,CUST01251,2024-06-07,completed,West,Paid Social
ORD005268,CUST01251,2024-06-09,completed,West,Paid Social
ORD005269,CUST01251,2024-06-13,completed,West,Paid Social
ORD005270,CUST01251,2024-06-21,completed,West,Paid Social
ORD005271,CUST01251,2024-07-02,completed,West,Paid Social
ORD005272,CUST01251,2024-08-10,completed,West,Paid Social
ORD005273,CUST01251,2024-08-13,completed,West,Paid Social
ORD005274,CUST01251,2024-08-15,completed,West,Paid Social
ORD005275,CUST01251,2024-09-03,completed,West,Paid Social
ORD005276,CUST01251,2024-09-04,cancelled,West,Paid Social
ORD005277,CUST01251,2024-09-08,cancelled,West,Paid Social
ORD005278,CUST01251,2024-09-24,completed,West,Paid Social
ORD005279,CUST01506,2024-05-14,completed,South,Referral
ORD005280,CUST01506,2024-06-01,completed,South,Referral
ORD005281,CUST01506,2024-07-13,completed,South,Referral
ORD005282,CUST01506,2024-12-15,completed,South,Referral
ORD005283,CUST01506,2025-01-06,completed,South,Referral
ORD005284,CUST01124,2024-06-08,completed,Midwest,Direct
ORD005285,CUST01124,2024-06-21,completed,Midwest,Direct
ORD005286,CUST01124,2024-07-02,completed,Midwest,Direct
ORD005287,CUST01124,2024-07-13,completed,Midwest,Direct
ORD005288,CUST01124,2024-08-16,cancelled,Midwest,Direct
ORD005289,CUST02487,2024-07-27,completed,South,Direct
ORD005290,CUST02487,2024-08-02,completed,South,Direct
ORD005291,CUST02487,2024-12-15,completed,South,Direct
ORD005292,CUST02487,2024-12-26,completed,South,Direct
ORD005293,CUST02253,2024-06-26,completed,Northeast,Referral
ORD005294,CUST02253,2024-08-26,completed,Northeast,Referral
ORD005295,CUST02253,2024-10-18,completed,Northeast,Referral
ORD005296,CUST02253,2024-12-06,completed,Northeast,Referral
ORD005297,CUST02253,2024-12-19,completed,Northeast,Referral
ORD005298,CUST02253,2025-01-19,completed,Northeast,Referral
ORD005299,CUST02253,2025-02-04,completed,Northeast,Referral
ORD005300,CUST02687,2024-05-13,completed,Midwest,Referral
ORD005301,CUST02687,2024-06-27,completed,Midwest,Referral
ORD005302,CUST02687,2024-07-09,completed,Midwest,Referral
ORD005303,CUST01811,2024-06-05,completed,South,Organic Search
ORD005304,CUST01811,2024-06-12,returned,South,Organic Search
ORD005305,CUST01811,2024-06-17,completed,South,Organic Search
ORD005306,CUST01811,2024-06-20,completed,South,Organic Search
ORD005307,CUST01811,2024-08-10,completed,South,Organic Search
ORD005308,CUST01811,2024-08-16,completed,South,Organic Search
ORD005309,CUST00857,2024-05-25,completed,South,Organic Search
ORD005310,CUST00857,2024-06-10,completed,South,Organic Search
ORD005311,CUST00857,2024-06-20,completed,South,Organic Search
ORD005312,CUST00857,2024-06-24,completed,South,Organic Search
ORD005313,CUST00857,2024-07-05,completed,South,Organic Search
ORD005314,CUST00857,2024-07-18,completed,South,Organic Search
ORD005315,CUST00857,2024-08-20,returned,South,Organic Search
ORD005316,CUST00857,2024-08-21,completed,South,Organic Search
ORD005317,CUST00857,2024-09-22,returned,South,Organic Search
ORD005318,CUST00857,2024-09-25,completed,South,Organic Search
ORD005319,CUST00857,2024-09-28,completed,South,Organic Search
