order_id,product_id,quantity,unit_price,unit_cost
ORD005444,PROD0116,1,94.4,57.33
ORD005444,PROD0132,1,74.97,46.96
ORD005444,PROD0141,1,45.12,22.64
ORD005444,PROD0057,3,69.32,27.96
ORD005445,PROD0148,1,14.44,6.79
ORD005445,PROD0119,1,95.02,47.18
ORD005445,PROD0081,1,51.28,31.34
ORD005446,PROD0029,2,128.68,74.05
ORD005446,PROD0141,3,45.12,22.64
ORD005446,PROD0003,3,485.69,247.6
ORD005447,PROD0012,2,454.79,214.91
ORD005447,PROD0060,2,45.02,28.96
ORD005447,PROD0007,3,354.42,165.98
ORD005448,PROD0111,1,73.13,32.52
ORD005448,PROD0134,2,74.42,32.05
ORD005448,PROD0125,1,187.58,111.43
ORD005449,PROD0135,1,17.66,8.98
ORD005449,PROD0079,3,18.53,7.77
ORD005449,PROD0027,3,113.51,72.28
ORD005449,PROD0144,2,38.4,23.94
ORD005450,PROD0079,3,18.53,7.77
ORD005451,PROD0068,3,16.42,6.84
ORD005451,PROD0022,3,338.23,203.21
ORD005451,PROD0018,2,272.87,121.21
ORD005452,PROD0008,3,259.01,121.84
ORD005452,PROD0054,2,18.76,8.76
ORD005453,PROD0072,2,12.34,6.32
ORD005453,PROD0101,3,64.4,41.66
ORD005454,PROD0016,2,314.74,202.57
ORD005455,PROD0083,3,55.53,33.34
ORD005456,PROD0012,2,454.79,214.91
ORD005457,PROD0059,1,78.45,50.09
ORD005458,PROD0096,2,15.1,7.42
ORD005458,PROD0094,1,39.12,24.2
ORD005458,PROD0007,2,354.42,165.98
ORD005458,PROD0124,2,121.02,51.26
ORD005459,PROD0135,3,17.66,8.98
ORD005459,PROD0056,3,80.46,45.5
ORD005459,PROD0004,2,268.08,121.99
ORD005460,PROD0035,3,41.82,21.85
ORD005461,PROD0096,2,15.1,7.42
ORD005461,PROD0073,3,69.63,31.95
ORD005461,PROD0072,3,12.34,6.32
ORD005461,PROD0114,2,29.31,11.97
ORD005462,PROD0017,3,155.52,93.02
ORD005462,PROD0092,2,25.65,12.65
ORD005462,PROD0067,1,61.53,24.76
ORD005463,PROD0011,3,192.81,105.32
ORD005464,PROD0104,1,164.7,85.75
ORD005464,PROD0009,3,224.03,120.24
ORD005464,PROD0005,3,225.48,93.74
ORD005464,PROD0077,1,29.52,18.02
ORD005465,PROD0014,2,429.85,233.18
ORD005465,PROD0110,1,100.04,55.92
ORD005465,PROD0025,3,225.83,134.39
ORD005466,PROD0104,2,164.7,85.75
ORD005466,PROD0117,3,78.26,39.67
ORD005467,PROD0069,2,75.93,34.87
ORD005467,PROD0023,1,165.57,84.69
ORD005468,PROD0055,1,37.28,17.9
ORD005468,PROD0092,3,25.65,12.65
ORD005468,PROD0103,1,21.47,9.54
ORD005469,PROD0138,3,46.54,23.54
ORD005470,PROD0042,2,113.32,69.0
ORD005470,PROD0060,3,45.02,28.96
ORD005471,PROD0107,1,129.92,69.18
ORD005471,PROD0139,1,58.07,24.69
ORD005472,PROD0134,1,74.42,32.05
ORD005473,PROD0065,2,27.37,14.0
ORD005474,PROD0012,1,454.79,214.91
ORD005474,PROD0014,1,429.85,233.18
ORD005475,PROD0145,1,60.32,27.44
ORD005475,PROD0076,2,8.13,4.18
ORD005475,PROD0103,1,21.47,9.54
ORD005476,PROD0015,2,372.17,193.63
ORD005476,PROD0110,3,100.04,55.92
ORD005477,PROD0117,1,78.26,39.67
ORD005477,PROD0085,3,28.98,16.79
ORD005477,PROD0110,2,100.04,55.92
ORD005478,PROD0017,3,155.52,93.02
ORD005478,PROD0131,2,70.64,44.46
ORD005479,PROD0081,2,51.28,31.34
ORD005480,PROD0131,2,70.64,44.46
ORD005480,PROD0058,2,45.35,21.74
ORD005480,PROD0017,2,155.52,93.02
ORD005481,PROD0019,3,336.03,200.98
ORD005481,PROD0122,2,195.81,120.55
ORD005482,PROD0143,2,56.04,28.32
ORD005482,PROD0082,1,40.81,21.82
ORD005482,PROD0025,1,225.83,134.39
ORD005483,PROD0150,2,74.71,46.35
ORD005483,PROD0098,1,57.78,32.6
ORD005483,PROD0089,1,46.73,26.85
ORD005483,PROD0068,2,16.42,6.84
ORD005484,PROD0013,3,437.92,280.0
ORD005485,PROD0086,1,43.78,19.42
ORD005485,PROD0114,3,29.31,11.97
ORD005486,PROD0006,2,434.95,176.52
ORD005486,PROD0063,1,83.84,38.12
ORD005487,PROD0015,3,372.17,193.63
ORD005488,PROD0144,1,38.4,23.94
ORD005488,PROD0078,2,36.12,19.97
ORD005488,PROD0064,2,74.06,33.36
ORD005488,PROD0040,2,138.94,60.98
ORD005489,PROD0094,2,39.12,24.2
ORD005489,PROD0048,2,85.43,53.73
ORD005489,PROD0056,2,80.46,45.5
ORD005489,PROD0036,3,86.8,52.46
ORD005490,PROD0037,2,74.54,31.32
ORD005491,PROD0150,2,74.71,46.35
ORD005491,PROD0052,2,15.82,7.21
ORD005491,PROD0028,1,79.76,44.35
ORD005492,PROD0096,1,15.1,7.42
ORD005492,PROD0001,2,393.66,179.33
ORD005492,PROD0029,1,128.68,74.05
ORD005493,PROD0007,3,354.42,165.98
ORD005493,PROD0086,1,43.78,19.42
ORD005493,PROD0142,1,30.05,12.41
ORD005494,PROD0087,1,41.1,20.84
ORD005494,PROD0092,2,25.65,12.65
ORD005494,PROD0069,1,75.93,34.87
ORD005494,PROD0044,1,110.87,69.15
ORD005495,PROD0120,1,78.25,38.9
ORD005495,PROD0138,2,46.54,23.54
ORD005495,PROD0021,2,208.3,130.9
ORD005495,PROD0078,3,36.12,19.97
ORD005496,PROD0021,2,208.3,130.9
ORD005496,PROD0124,2,121.02,51.26
ORD005497,PROD0084,3,53.89,34.97
ORD005497,PROD0010,3,334.81,212.63
ORD005497,PROD0050,3,133.52,57.21
ORD005497,PROD0101,1,64.4,41.66
ORD005498,PROD0045,3,136.06,80.87
ORD005498,PROD0118,1,126.05,59.94
ORD005498,PROD0072,1,12.34,6.32
ORD005499,PROD0129,2,77.59,42.13
ORD005500,PROD0089,1,46.73,26.85
ORD005500,PROD0093,1,53.94,27.18
ORD005500,PROD0048,2,85.43,53.73
ORD005500,PROD0107,3,129.92,69.18
ORD005501,PROD0078,3,36.12,19.97
ORD005501,PROD0142,3,30.05,12.41
ORD005502,PROD0087,1,41.1,20.84
ORD005502,PROD0023,1,165.57,84.69
ORD005502,PROD0093,3,53.94,27.18
ORD005503,PROD0058,2,45.35,21.74
ORD005503,PROD0097,3,12.93,6.99
ORD005503,PROD0013,1,437.92,280.0
ORD005504,PROD0035,3,41.82,21.85
ORD005504,PROD0099,1,40.56,19.04
ORD005505,PROD0034,2,96.25,51.91
ORD005505,PROD0108,1,121.99,69.83
ORD005505,PROD0071,1,57.55,28.93
ORD005506,PROD0064,2,74.06,33.36
ORD005506,PROD0078,1,36.12,19.97
ORD005506,PROD0022,1,338.23,203.21
ORD005507,PROD0123,3,16.06,9.44
ORD005507,PROD0133,2,52.92,25.7
ORD005508,PROD0134,1,74.42,32.05
ORD005508,PROD0023,2,165.57,84.69
ORD005509,PROD0016,1,314.74,202.57
ORD005509,PROD0086,2,43.78,19.42
ORD005509,PROD0130,2,24.44,14.52
ORD005509,PROD0127,2,14.46,7.43
ORD005510,PROD0045,2,136.06,80.87
ORD005511,PROD0050,1,133.52,57.21
ORD005511,PROD0103,3,21.47,9.54
ORD005511,PROD0099,1,40.56,19.04
ORD005512,PROD0116,1,94.4,57.33
ORD005513,PROD0036,2,86.8,52.46
ORD005513,PROD0064,3,74.06,33.36
ORD005513,PROD0056,3,80.46,45.5
ORD005514,PROD0119,2,95.02,47.18
ORD005514,PROD0013,2,437.92,280.0
ORD005514,PROD0125,2,187.58,111.43
ORD005515,PROD0105,2,191.65,80.68
ORD005515,PROD0095,3,30.14,18.71
ORD005515,PROD0092,2,25.65,12.65
ORD005515,PROD0137,1,72.9,38.11
ORD005516,PROD0103,1,21.47,9.54
ORD005516,PROD0055,1,37.28,17.9
ORD005516,PROD0024,1,458.42,189.2
ORD005516,PROD0072,2,12.34,6.32
ORD005517,PROD0059,2,78.45,50.09
ORD005517,PROD0095,1,30.14,18.71
ORD005517,PROD0115,3,26.84,11.56
ORD005517,PROD0009,3,224.03,120.24
ORD005518,PROD0094,1,39.12,24.2
ORD005518,PROD0029,3,128.68,74.05
ORD005519,PROD0058,2,45.35,21.74
ORD005519,PROD0024,2,458.42,189.2
ORD005520,PROD0085,1,28.98,16.79
ORD005520,PROD0103,1,21.47,9.54
ORD005520,PROD0031,3,87.36,51.43
ORD005521,PROD0139,2,58.07,24.69
ORD005521,PROD0010,1,334.81,212.63
ORD005522,PROD0086,3,43.78,19.42
ORD005522,PROD0019,3,336.03,200.98
ORD005522,PROD0113,2,58.06,32.2
ORD005523,PROD0051,1,71.09,45.6
ORD005524,PROD0125,2,187.58,111.43
ORD005524,PROD0085,3,28.98,16.79
ORD005525,PROD0050,2,133.52,57.21
ORD005525,PROD0043,1,18.2,10.88
ORD005526,PROD0123,3,16.06,9.44
ORD005526,PROD0113,2,58.06,32.2
ORD005527,PROD0006,1,434.95,176.52
ORD005527,PROD0037,2,74.54,31.32
ORD005527,PROD0149,2,72.35,42.29
ORD005527,PROD0121,3,17.06,10.6
ORD005528,PROD0141,2,45.12,22.64
ORD005528,PROD0073,2,69.63,31.95
ORD005528,PROD0093,1,53.94,27.18
ORD005529,PROD0091,2,36.96,15.71
ORD005529,PROD0107,3,129.92,69.18
ORD005529,PROD0098,2,57.78,32.6
ORD005530,PROD0064,1,74.06,33.36
ORD005531,PROD0021,3,208.3,130.9
ORD005531,PROD0137,2,72.9,38.11
ORD005531,PROD0041,2,55.76,28.4
ORD005532,PROD0122,3,195.81,120.55
ORD005532,PROD0065,2,27.37,14.0
ORD005532,PROD0061,3,13.12,6.32
ORD005532,PROD0130,3,24.44,14.52
ORD005533,PROD0064,2,74.06,33.36
ORD005533,PROD0022,3,338.23,203.21
ORD005533,PROD0119,1,95.02,47.18
ORD005534,PROD0073,1,69.63,31.95
ORD005535,PROD0029,3,128.68,74.05
ORD005535,PROD0149,3,72.35,42.29
ORD005535,PROD0150,3,74.71,46.35
ORD005536,PROD0135,1,17.66,8.98
ORD005536,PROD0079,2,18.53,7.77
ORD005536,PROD0005,3,225.48,93.74
ORD005536,PROD0020,3,301.63,183.8
ORD005537,PROD0064,2,74.06,33.36
ORD005537,PROD0140,1,8.64,4.84
ORD005537,PROD0092,3,25.65,12.65
ORD005537,PROD0029,2,128.68,74.05
ORD005538,PROD0142,3,30.05,12.41
ORD005539,PROD0116,2,94.4,57.33
ORD005540,PROD0096,1,15.1,7.42
ORD005540,PROD0013,2,437.92,280.0
ORD005541,PROD0055,1,37.28,17.9
ORD005541,PROD0125,2,187.58,111.43
ORD005542,PROD0125,3,187.58,111.43
ORD005542,PROD0103,1,21.47,9.54
ORD005542,PROD0135,2,17.66,8.98
ORD005543,PROD0019,3,336.03,200.98
ORD005543,PROD0105,2,191.65,80.68
ORD005543,PROD0018,1,272.87,121.21
ORD005544,PROD0108,1,121.99,69.83
ORD005545,PROD0035,3,41.82,21.85
ORD005545,PROD0138,2,46.54,23.54
ORD005545,PROD0110,1,100.04,55.92
ORD005545,PROD0122,1,195.81,120.55
ORD005546,PROD0089,1,46.73,26.85
ORD005547,PROD0064,3,74.06,33.36
ORD005547,PROD0005,3,225.48,93.74
ORD005547,PROD0060,3,45.02,28.96
ORD005547,PROD0054,1,18.76,8.76
ORD005548,PROD0060,1,45.02,28.96
ORD005549,PROD0072,1,12.34,6.32
ORD005549,PROD0120,1,78.25,38.9
ORD005550,PROD0032,1,86.1,51.18
ORD005550,PROD0079,1,18.53,7.77
ORD005551,PROD0060,2,45.02,28.96
ORD005551,PROD0070,1,37.65,20.8
ORD005551,PROD0002,2,216.88,124.55
ORD005552,PROD0010,3,334.81,212.63
ORD005553,PROD0141,2,45.12,22.64
ORD005554,PROD0131,3,70.64,44.46
ORD005555,PROD0088,3,31.43,13.99
ORD005555,PROD0042,3,113.32,69.0
ORD005555,PROD0048,2,85.43,53.73
ORD005556,PROD0097,2,12.93,6.99
ORD005557,PROD0058,2,45.35,21.74
ORD005557,PROD0045,1,136.06,80.87
ORD005558,PROD0087,1,41.1,20.84
ORD005559,PROD0049,2,132.39,77.03
ORD005559,PROD0071,2,57.55,28.93
ORD005559,PROD0027,2,113.51,72.28
ORD005559,PROD0124,3,121.02,51.26
ORD005560,PROD0082,2,40.81,21.82
ORD005560,PROD0001,1,393.66,179.33
ORD005560,PROD0083,1,55.53,33.34
ORD005561,PROD0078,1,36.12,19.97
ORD005561,PROD0026,2,114.13,69.95
ORD005561,PROD0148,1,14.44,6.79
ORD005561,PROD0107,2,129.92,69.18
ORD005562,PROD0104,1,164.7,85.75
ORD005563,PROD0101,3,64.4,41.66
ORD005563,PROD0077,3,29.52,18.02
ORD005564,PROD0134,1,74.42,32.05
ORD005564,PROD0002,3,216.88,124.55
ORD005564,PROD0019,3,336.03,200.98
ORD005564,PROD0055,3,37.28,17.9
ORD005565,PROD0149,1,72.35,42.29
ORD005565,PROD0008,2,259.01,121.84
ORD005566,PROD0010,2,334.81,212.63
ORD005566,PROD0105,3,191.65,80.68
ORD005567,PROD0007,1,354.42,165.98
ORD005567,PROD0012,3,454.79,214.91
ORD005567,PROD0039,1,89.98,43.16
ORD005568,PROD0148,1,14.44,6.79
ORD005568,PROD0145,3,60.32,27.44
ORD005568,PROD0075,1,82.82,52.8
ORD005568,PROD0056,3,80.46,45.5
ORD005569,PROD0138,2,46.54,23.54
ORD005569,PROD0078,3,36.12,19.97
ORD005569,PROD0022,1,338.23,203.21
ORD005570,PROD0091,2,36.96,15.71
ORD005570,PROD0072,1,12.34,6.32
ORD005571,PROD0073,3,69.63,31.95
ORD005572,PROD0118,3,126.05,59.94
ORD005573,PROD0074,3,67.25,27.15
ORD005573,PROD0035,1,41.82,21.85
ORD005573,PROD0061,2,13.12,6.32
ORD005574,PROD0067,2,61.53,24.76
ORD005574,PROD0131,3,70.64,44.46
ORD005574,PROD0146,3,54.29,23.51
ORD005574,PROD0002,3,216.88,124.55
ORD005575,PROD0010,2,334.81,212.63
ORD005575,PROD0070,2,37.65,20.8
ORD005575,PROD0053,2,73.93,39.18
ORD005575,PROD0082,1,40.81,21.82
ORD005576,PROD0075,3,82.82,52.8
ORD005576,PROD0056,2,80.46,45.5
ORD005576,PROD0086,1,43.78,19.42
ORD005576,PROD0008,3,259.01,121.84
ORD005577,PROD0029,2,128.68,74.05
ORD005577,PROD0148,3,14.44,6.79
ORD005578,PROD0006,2,434.95,176.52
ORD005578,PROD0073,1,69.63,31.95
ORD005578,PROD0068,2,16.42,6.84
ORD005578,PROD0116,3,94.4,57.33
ORD005579,PROD0140,3,8.64,4.84
ORD005579,PROD0076,1,8.13,4.18
ORD005580,PROD0040,2,138.94,60.98
ORD005581,PROD0136,1,26.27,14.55
ORD005582,PROD0114,1,29.31,11.97
ORD005582,PROD0046,3,36.63,17.53
ORD005583,PROD0085,1,28.98,16.79
ORD005584,PROD0013,1,437.92,280.0
ORD005585,PROD0073,2,69.63,31.95
ORD005586,PROD0010,3,334.81,212.63
ORD005587,PROD0054,3,18.76,8.76
ORD005587,PROD0079,3,18.53,7.77
ORD005587,PROD0021,2,208.3,130.9
ORD005588,PROD0094,3,39.12,24.2
ORD005588,PROD0127,3,14.46,7.43
ORD005588,PROD0046,1,36.63,17.53
ORD005589,PROD0150,2,74.71,46.35
ORD005589,PROD0019,3,336.03,200.98
ORD005590,PROD0087,1,41.1,20.84
ORD005590,PROD0042,2,113.32,69.0
ORD005590,PROD0098,3,57.78,32.6
ORD005590,PROD0024,2,458.42,189.2
ORD005591,PROD0100,2,56.42,29.22
ORD005591,PROD0022,2,338.23,203.21
ORD005592,PROD0122,1,195.81,120.55
ORD005592,PROD0113,3,58.06,32.2
ORD005592,PROD0001,3,393.66,179.33
ORD005592,PROD0005,1,225.48,93.74
ORD005593,PROD0051,2,71.09,45.6
ORD005593,PROD0019,3,336.03,200.98
ORD005593,PROD0134,3,74.42,32.05
ORD005594,PROD0116,2,94.4,57.33
ORD005595,PROD0044,3,110.87,69.15
ORD005596,PROD0116,2,94.4,57.33
ORD005596,PROD0099,3,40.56,19.04
ORD005596,PROD0134,3,74.42,32.05
ORD005596,PROD0033,2,127.27,59.34
ORD005597,PROD0100,2,56.42,29.22
ORD005597,PROD0055,1,37.28,17.9
ORD005598,PROD0087,1,41.1,20.84
ORD005598,PROD0074,3,67.25,27.15
ORD005598,PROD0039,3,89.98,43.16
ORD005599,PROD0118,1,126.05,59.94
ORD005600,PROD0140,3,8.64,4.84
ORD005600,PROD0084,1,53.89,34.97
ORD005600,PROD0129,1,77.59,42.13
ORD005601,PROD0146,2,54.29,23.51
ORD005601,PROD0070,2,37.65,20.8
ORD005602,PROD0119,2,95.02,47.18
ORD005603,PROD0114,2,29.31,11.97
ORD005603,PROD0073,2,69.63,31.95
ORD005604,PROD0112,1,193.74,86.93
ORD005604,PROD0043,3,18.2,10.88
ORD005604,PROD0077,1,29.52,18.02
ORD005604,PROD0100,1,56.42,29.22
ORD005605,PROD0044,3,110.87,69.15
ORD005605,PROD0022,3,338.23,203.21
ORD005605,PROD0038,1,78.22,47.67
ORD005605,PROD0055,3,37.28,17.9
ORD005606,PROD0010,3,334.81,212.63
ORD005606,PROD0037,1,74.54,31.32
ORD005606,PROD0001,2,393.66,179.33
ORD005607,PROD0068,2,16.42,6.84
ORD005607,PROD0140,1,8.64,4.84
ORD005607,PROD0095,2,30.14,18.71
ORD005607,PROD0041,1,55.76,28.4
ORD005608,PROD0136,1,26.27,14.55
ORD005608,PROD0043,2,18.2,10.88
ORD005608,PROD0032,2,86.1,51.18
ORD005609,PROD0051,3,71.09,45.6
ORD005610,PROD0137,1,72.9,38.11
ORD005610,PROD0068,2,16.42,6.84
ORD005610,PROD0020,2,301.63,183.8
ORD005611,PROD0093,1,53.94,27.18
ORD005611,PROD0112,3,193.74,86.93
ORD005611,PROD0145,3,60.32,27.44
ORD005611,PROD0111,2,73.13,32.52
ORD005612,PROD0070,1,37.65,20.8
ORD005612,PROD0025,1,225.83,134.39
ORD005612,PROD0142,2,30.05,12.41
ORD005612,PROD0024,2,458.42,189.2
ORD005613,PROD0028,1,79.76,44.35
ORD005613,PROD0017,2,155.52,93.02
ORD005614,PROD0121,2,17.06,10.6
ORD005614,PROD0004,1,268.08,121.99
ORD005614,PROD0100,2,56.42,29.22
ORD005615,PROD0015,1,372.17,193.63
ORD005615,PROD0005,3,225.48,93.74
ORD005615,PROD0004,1,268.08,121.99
ORD005616,PROD0147,2,19.55,11.31
ORD005616,PROD0109,3,174.7,84.57
ORD005616,PROD0121,1,17.06,10.6
ORD005616,PROD0003,1,485.69,247.6
ORD005617,PROD0073,3,69.63,31.95
ORD005617,PROD0045,1,136.06,80.87
ORD005617,PROD0040,3,138.94,60.98
ORD005618,PROD0109,1,174.7,84.57
ORD005618,PROD0004,1,268.08,121.99
ORD005618,PROD0077,2,29.52,18.02
ORD005619,PROD0147,3,19.55,11.31
ORD005619,PROD0121,3,17.06,10.6
ORD005620,PROD0067,3,61.53,24.76
ORD005620,PROD0124,1,121.02,51.26
ORD005620,PROD0081,2,51.28,31.34
ORD005620,PROD0078,2,36.12,19.97
ORD005621,PROD0115,2,26.84,11.56
ORD005622,PROD0114,1,29.31,11.97
ORD005623,PROD0114,1,29.31,11.97
ORD005624,PROD0040,1,138.94,60.98
ORD005624,PROD0091,2,36.96,15.71
ORD005625,PROD0059,1,78.45,50.09
ORD005626,PROD0061,1,13.12,6.32
ORD005626,PROD0024,3,458.42,189.2
ORD005626,PROD0053,1,73.93,39.18
ORD005627,PROD0067,3,61.53,24.76
ORD005627,PROD0114,1,29.31,11.97
ORD005627,PROD0059,1,78.45,50.09
ORD005627,PROD0092,1,25.65,12.65
ORD005628,PROD0082,2,40.81,21.82
ORD005628,PROD0105,1,191.65,80.68
ORD005628,PROD0004,3,268.08,121.99
ORD005628,PROD0100,3,56.42,29.22
ORD005629,PROD0081,1,51.28,31.34
ORD005629,PROD0108,2,121.99,69.83
ORD005629,PROD0127,3,14.46,7.43
ORD005630,PROD0080,3,44.0,24.43
ORD005630,PROD0105,2,191.65,80.68
ORD005630,PROD0056,1,80.46,45.5
ORD005630,PROD0023,2,165.57,84.69
ORD005631,PROD0017,2,155.52,93.02
ORD005632,PROD0128,2,16.92,7.4
ORD005632,PROD0094,3,39.12,24.2
ORD005632,PROD0040,3,138.94,60.98
ORD005632,PROD0038,1,78.22,47.67
ORD005633,PROD0134,1,74.42,32.05
ORD005633,PROD0034,1,96.25,51.91
ORD005633,PROD0115,3,26.84,11.56
ORD005634,PROD0080,2,44.0,24.43
ORD005634,PROD0051,1,71.09,45.6
ORD005634,PROD0104,1,164.7,85.75
ORD005635,PROD0079,3,18.53,7.77
ORD005636,PROD0132,1,74.97,46.96
ORD005636,PROD0017,2,155.52,93.02
ORD005636,PROD0022,2,338.23,203.21
ORD005636,PROD0049,1,132.39,77.03
ORD005637,PROD0098,3,57.78,32.6
ORD005637,PROD0145,3,60.32,27.44
ORD005637,PROD0030,1,24.29,11.94
ORD005638,PROD0066,1,85.71,46.83
ORD005638,PROD0086,3,43.78,19.42
ORD005638,PROD0018,3,272.87,121.21
ORD005638,PROD0034,2,96.25,51.91
ORD005639,PROD0020,2,301.63,183.8
ORD005639,PROD0022,2,338.23,203.21
ORD005639,PROD0015,2,372.17,193.63
ORD005640,PROD0060,1,45.02,28.96
ORD005640,PROD0034,2,96.25,51.91
ORD005640,PROD0040,3,138.94,60.98
ORD005640,PROD0010,1,334.81,212.63
ORD005641,PROD0095,1,30.14,18.71
ORD005641,PROD0059,2,78.45,50.09
ORD005641,PROD0073,2,69.63,31.95
ORD005641,PROD0019,3,336.03,200.98
ORD005642,PROD0064,1,74.06,33.36
ORD005642,PROD0148,3,14.44,6.79
ORD005643,PROD0031,1,87.36,51.43
ORD005644,PROD0033,2,127.27,59.34
ORD005645,PROD0136,1,26.27,14.55
ORD005645,PROD0002,1,216.88,124.55
ORD005645,PROD0042,3,113.32,69.0
ORD005645,PROD0056,3,80.46,45.5
ORD005646,PROD0056,3,80.46,45.5
ORD005647,PROD0021,3,208.3,130.9
ORD005647,PROD0080,3,44.0,24.43
ORD005647,PROD0063,3,83.84,38.12
ORD005647,PROD0088,2,31.43,13.99
ORD005648,PROD0051,3,71.09,45.6
ORD005648,PROD0080,2,44.0,24.43
ORD005648,PROD0046,2,36.63,17.53
ORD005648,PROD0149,3,72.35,42.29
ORD005649,PROD0033,3,127.27,59.34
ORD005649,PROD0107,2,129.92,69.18
ORD005650,PROD0124,2,121.02,51.26
ORD005650,PROD0024,3,458.42,189.2
ORD005651,PROD0064,3,74.06,33.36
ORD005651,PROD0006,1,434.95,176.52
ORD005651,PROD0010,1,334.81,212.63
ORD005652,PROD0015,3,372.17,193.63
ORD005653,PROD0010,1,334.81,212.63
ORD005653,PROD0144,1,38.4,23.94
ORD005653,PROD0117,1,78.26,39.67
ORD005653,PROD0136,1,26.27,14.55
ORD005654,PROD0112,3,193.74,86.93
ORD005654,PROD0088,2,31.43,13.99
ORD005654,PROD0107,1,129.92,69.18
ORD005655,PROD0038,1,78.22,47.67
ORD005655,PROD0017,3,155.52,93.02
ORD005655,PROD0082,3,40.81,21.82
ORD005656,PROD0108,3,121.99,69.83
ORD005656,PROD0004,2,268.08,121.99
ORD005657,PROD0127,1,14.46,7.43
ORD005657,PROD0134,3,74.42,32.05
ORD005657,PROD0080,2,44.0,24.43
ORD005657,PROD0066,2,85.71,46.83
ORD005658,PROD0125,3,187.58,111.43
ORD005658,PROD0073,1,69.63,31.95
ORD005659,PROD0037,1,74.54,31.32
ORD005659,PROD0076,3,8.13,4.18
ORD005660,PROD0106,1,128.95,74.79
ORD005660,PROD0122,3,195.81,120.55
ORD005660,PROD0012,2,454.79,214.91
ORD005660,PROD0046,3,36.63,17.53
ORD005661,PROD0066,2,85.71,46.83
ORD005661,PROD0130,3,24.44,14.52
ORD005662,PROD0091,1,36.96,15.71
ORD005663,PROD0058,3,45.35,21.74
ORD005663,PROD0098,2,57.78,32.6
ORD005663,PROD0133,1,52.92,25.7
ORD005664,PROD0035,2,41.82,21.85
ORD005664,PROD0083,3,55.53,33.34
ORD005664,PROD0037,3,74.54,31.32
ORD005664,PROD0082,1,40.81,21.82
ORD005665,PROD0121,1,17.06,10.6
ORD005665,PROD0080,2,44.0,24.43
ORD005665,PROD0019,2,336.03,200.98
ORD005666,PROD0065,1,27.37,14.0
ORD005666,PROD0125,2,187.58,111.43
ORD005667,PROD0143,3,56.04,28.32
ORD005667,PROD0148,1,14.44,6.79
ORD005667,PROD0116,3,94.4,57.33
ORD005668,PROD0121,2,17.06,10.6
ORD005668,PROD0039,3,89.98,43.16
ORD005668,PROD0147,3,19.55,11.31
ORD005669,PROD0107,1,129.92,69.18
ORD005670,PROD0038,1,78.22,47.67
ORD005671,PROD0144,3,38.4,23.94
ORD005671,PROD0019,3,336.03,200.98
ORD005671,PROD0071,2,57.55,28.93
ORD005672,PROD0049,2,132.39,77.03
ORD005672,PROD0048,1,85.43,53.73
ORD005672,PROD0051,3,71.09,45.6
ORD005672,PROD0054,3,18.76,8.76
ORD005673,PROD0050,1,133.52,57.21
ORD005673,PROD0119,2,95.02,47.18
ORD005673,PROD0104,3,164.7,85.75
ORD005673,PROD0086,2,43.78,19.42
ORD005674,PROD0138,3,46.54,23.54
ORD005674,PROD0063,2,83.84,38.12
ORD005674,PROD0037,1,74.54,31.32
ORD005675,PROD0010,3,334.81,212.63
ORD005675,PROD0019,1,336.03,200.98
ORD005675,PROD0079,1,18.53,7.77
ORD005675,PROD0135,1,17.66,8.98
ORD005676,PROD0022,2,338.23,203.21
ORD005677,PROD0120,2,78.25,38.9
ORD005678,PROD0126,3,15.9,10.19
ORD005678,PROD0118,1,126.05,59.94
ORD005678,PROD0059,1,78.45,50.09
ORD005679,PROD0140,3,8.64,4.84
ORD005679,PROD0074,3,67.25,27.15
ORD005679,PROD0143,2,56.04,28.32
ORD005679,PROD0071,1,57.55,28.93
ORD005680,PROD0015,3,372.17,193.63
ORD005680,PROD0057,1,69.32,27.96
ORD005680,PROD0138,3,46.54,23.54
ORD005680,PROD0016,3,314.74,202.57
ORD005681,PROD0008,3,259.01,121.84
ORD005681,PROD0067,3,61.53,24.76
ORD005682,PROD0039,1,89.98,43.16
ORD005682,PROD0033,1,127.27,59.34
ORD005682,PROD0028,2,79.76,44.35
ORD005683,PROD0020,1,301.63,183.8
ORD005683,PROD0096,2,15.1,7.42
ORD005683,PROD0135,1,17.66,8.98
ORD005683,PROD0041,3,55.76,28.4
ORD005684,PROD0089,2,46.73,26.85
ORD005685,PROD0129,2,77.59,42.13
ORD005685,PROD0004,1,268.08,121.99
ORD005685,PROD0115,3,26.84,11.56
ORD005685,PROD0016,3,314.74,202.57
ORD005686,PROD0046,1,36.63,17.53
ORD005687,PROD0018,1,272.87,121.21
ORD005687,PROD0069,1,75.93,34.87
ORD005687,PROD0143,1,56.04,28.32
ORD005688,PROD0150,3,74.71,46.35
ORD005689,PROD0130,2,24.44,14.52
ORD005690,PROD0130,2,24.44,14.52
ORD005690,PROD0136,3,26.27,14.55
ORD005691,PROD0004,3,268.08,121.99
ORD005692,PROD0018,3,272.87,121.21
ORD005692,PROD0143,3,56.04,28.32
ORD005693,PROD0070,2,37.65,20.8
ORD005694,PROD0078,1,36.12,19.97
ORD005694,PROD0056,2,80.46,45.5
ORD005694,PROD0067,2,61.53,24.76
ORD005694,PROD0095,3,30.14,18.71
ORD005695,PROD0038,2,78.22,47.67
ORD005696,PROD0013,3,437.92,280.0
ORD005696,PROD0144,1,38.4,23.94
