customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_sum,segment
CUST00988,209,2,1580.0900000000001,2,1,2,5,Other
CUST00989,52,6,3322.4400000000005,4,3,3,10,Champions
CUST00990,61,4,3456.24,3,2,3,8,Loyal Customers
CUST00991,219,4,1894.52,2,2,2,6,Needs Attention
CUST00992,192,8,6792.97,2,4,4,10,Needs Attention
CUST00993,243,4,3425.6400000000003,2,2,3,7,Needs Attention
CUST00994,178,8,4508.79,2,4,4,10,Needs Attention
CUST00995,39,3,1112.35,4,1,1,6,Promising / New
CUST00996,137,3,1823.23,3,1,2,6,Promising / New
CUST00997,16,7,4886.09,4,4,4,12,Champions
CUST00998,315,3,1404.6200000000001,1,1,2,4,Hibernating / Lost
CUST00999,3,5,2295.43,4,3,2,9,Loyal Customers
CUST01000,31,6,6030.530000000001,4,3,4,11,Champions
CUST01001,42,11,6071.82,4,4,4,12,Champions
CUST01002,104,10,5369.57,3,4,4,11,Champions
CUST01003,195,7,4318.42,2,4,4,10,Needs Attention
CUST01004,25,4,552.21,4,2,1,7,Loyal Customers
CUST01005,294,2,393.85,1,1,1,3,Hibernating / Lost
CUST01006,14,8,5090.740000000001,4,4,4,12,Champions
CUST01007,43,7,4922.33,4,4,4,12,Champions
CUST01008,181,5,1746.41,2,3,2,7,Needs Attention
CUST01009,93,3,677.53,3,1,1,5,Promising / New
CUST01010,158,5,2560.09,3,3,3,9,Champions
CUST01011,332,2,1987.27,1,1,2,4,Hibernating / Lost
CUST01012,82,1,70.08,3,1,1,5,Promising / New
CUST01013,390,3,3091.99,1,1,3,5,Hibernating / Lost
CUST01014,230,9,5049.44,2,4,4,10,Needs Attention
CUST01015,121,4,2246.15,3,2,2,7,Loyal Customers
CUST01016,59,12,7017.18,3,4,4,11,Champions
CUST01017,214,1,40.56,2,1,1,4,Other
CUST01018,170,4,4424.18,2,2,4,8,Needs Attention
CUST01019,503,3,2846.3799999999997,1,1,3,5,Hibernating / Lost
CUST01020,50,6,6829.11,4,3,4,11,Champions
CUST01021,298,4,3213.7200000000003,1,2,3,6,Hibernating / Lost
CUST01022,322,3,1204.1799999999998,1,1,1,3,Hibernating / Lost
CUST01023,7,3,2816.3500000000004,4,1,3,8,Promising / New
CUST01024,34,7,2787.5699999999997,4,4,3,11,Champions
CUST01025,41,5,1363.3700000000001,4,3,2,9,Loyal Customers
CUST01026,337,8,3553.49,1,4,3,8,At Risk
CUST01027,439,6,3181.3500000000004,1,3,3,7,At Risk
CUST01028,147,3,730.6,3,1,1,5,Promising / New
CUST01029,181,5,2427.9,2,3,3,8,Needs Attention
CUST01030,312,4,2399.09,1,2,3,6,Hibernating / Lost
CUST01031,42,6,2598.24,4,3,3,10,Champions
CUST01032,373,2,1361.1599999999999,1,1,2,4,Hibernating / Lost
CUST01033,10,3,876.11,4,1,1,6,Promising / New
CUST01034,275,3,1804.0,1,1,2,4,Hibernating / Lost
CUST01035,474,2,730.27,1,1,1,3,Hibernating / Lost
CUST01036,140,1,118.16,3,1,1,5,Promising / New
CUST01037,36,5,2110.87,4,3,2,9,Loyal Customers
CUST01038,329,5,4268.92,1,3,4,8,At Risk
CUST01039,158,4,1586.58,3,2,2,7,Loyal Customers
CUST01040,24,5,2944.37,4,3,3,10,Champions
CUST01041,19,3,763.27,4,1,1,6,Promising / New
CUST01042,37,6,3200.58,4,3,3,10,Champions
CUST01043,251,2,1133.77,2,1,1,4,Other
CUST01044,232,6,5264.0,2,3,4,9,Needs Attention
CUST01045,130,9,4623.01,3,4,4,11,Champions
CUST01046,313,7,3228.62,1,4,3,8,At Risk
CUST01047,227,4,1798.0000000000002,2,2,2,6,Needs Attention
CUST01048,18,8,3197.2400000000002,4,4,3,11,Champions
CUST01049,141,2,1006.52,3,1,1,5,Promising / New
CUST01050,337,5,3622.46,1,3,4,8,At Risk
CUST01051,186,2,1262.47,2,1,1,4,Other
CUST01052,320,2,1612.78,1,1,2,4,Hibernating / Lost
CUST01053,193,6,6410.450000000001,2,3,4,9,Needs Attention
CUST01054,4,2,687.72,4,1,1,6,Promising / New
CUST01055,361,9,3474.02,1,4,3,8,At Risk
CUST01056,1,7,2200.08,4,4,2,10,Loyal Customers
CUST01057,142,3,2937.24,3,1,3,7,Promising / New
CUST01058,48,5,1494.3,4,3,2,9,Loyal Customers
CUST01059,198,3,1130.66,2,1,1,4,Other
CUST01060,216,3,1373.99,2,1,2,5,Other
CUST01061,58,1,227.79,4,1,1,6,Promising / New
CUST01062,118,4,2076.18,3,2,2,7,Loyal Customers
CUST01063,195,5,2759.2799999999997,2,3,3,8,Needs Attention
CUST01064,122,3,2354.24,3,1,3,7,Promising / New
CUST01065,102,2,1327.3500000000001,3,1,2,6,Promising / New
CUST01067,31,2,719.67,4,1,1,6,Promising / New
CUST01068,145,6,5454.45,3,3,4,10,Champions
CUST01069,104,8,3713.55,3,4,4,11,Champions
CUST01070,496,3,2860.21,1,1,3,5,Hibernating / Lost
CUST01071,148,4,698.61,3,2,1,6,Loyal Customers
CUST01072,277,5,2237.9100000000003,1,3,2,6,At Risk
CUST01073,76,8,5179.89,3,4,4,11,Champions
CUST01074,94,7,2359.58,3,4,3,10,Champions
CUST01075,142,5,1967.6100000000001,3,3,2,8,Loyal Customers
CUST01076,351,3,4482.02,1,1,4,6,Hibernating / Lost
CUST01077,137,3,1012.91,3,1,1,5,Promising / New
CUST01078,238,2,1125.26,2,1,1,4,Other
CUST01079,54,7,2109.54,4,4,2,10,Loyal Customers
CUST01080,66,3,1035.15,3,1,1,5,Promising / New
CUST01081,3,7,3743.94,4,4,4,12,Champions
CUST01082,3,5,2430.34,4,3,3,10,Champions
CUST01083,2,8,5915.85,4,4,4,12,Champions
CUST01084,3,6,3353.4300000000003,4,3,3,10,Champions
CUST01085,267,2,1394.88,2,1,2,5,Other
CUST01086,37,6,3467.17,4,3,3,10,Champions
CUST01087,63,7,2934.25,3,4,3,10,Champions
CUST01088,2,5,5175.16,4,3,4,11,Champions
CUST01089,117,5,2311.53,3,3,2,8,Loyal Customers
CUST01090,430,4,1683.99,1,2,2,5,Hibernating / Lost
CUST01091,123,2,1436.1200000000001,3,1,2,6,Promising / New
CUST01092,224,4,3241.68,2,2,3,7,Needs Attention
CUST01093,31,5,1780.8700000000001,4,3,2,9,Loyal Customers
CUST01094,282,4,2912.49,1,2,3,6,Hibernating / Lost
CUST01095,333,5,4360.2,1,3,4,8,At Risk
CUST01096,462,3,1067.25,1,1,1,3,Hibernating / Lost
CUST01097,65,2,764.83,3,1,1,5,Promising / New
CUST01098,97,5,4057.14,3,3,4,10,Champions
CUST01099,473,1,719.2,1,1,1,3,Hibernating / Lost
CUST01100,192,13,4429.25,2,4,4,10,Needs Attention
CUST01101,137,2,723.62,3,1,1,5,Promising / New
CUST01102,256,1,1086.41,2,1,1,4,Other
CUST01103,36,2,570.28,4,1,1,6,Promising / New
CUST01104,329,6,1721.89,1,3,2,6,At Risk
CUST01105,295,3,2439.06,1,1,3,5,Hibernating / Lost
CUST01106,432,2,1162.66,1,1,1,3,Hibernating / Lost
CUST01107,215,4,1502.8000000000002,2,2,2,6,Needs Attention
CUST01108,19,5,2639.92,4,3,3,10,Champions
CUST01109,7,7,3487.86,4,4,3,11,Champions
CUST01110,252,3,1089.24,2,1,1,4,Other
CUST01111,96,8,3909.3999999999996,3,4,4,11,Champions
CUST01112,377,2,778.0500000000001,1,1,1,3,Hibernating / Lost
CUST01113,199,6,3185.0,2,3,3,8,Needs Attention
CUST01114,228,8,3423.06,2,4,3,9,Needs Attention
CUST01115,316,4,2597.97,1,2,3,6,Hibernating / Lost
CUST01116,183,3,1197.7,2,1,1,4,Other
CUST01117,1,7,1402.62,4,4,2,10,Loyal Customers
CUST01118,49,6,2567.2200000000003,4,3,3,10,Champions
CUST01119,88,1,88.0,3,1,1,5,Promising / New
CUST01120,206,3,1248.9299999999998,2,1,1,4,Other
CUST01121,276,4,2904.76,1,2,3,6,Hibernating / Lost
CUST01122,267,3,2216.24,2,1,2,5,Other
CUST01123,302,2,733.39,1,1,1,3,Hibernating / Lost
CUST01124,352,4,4417.139999999999,1,2,4,7,Hibernating / Lost
CUST01125,56,10,3837.76,4,4,4,12,Champions
CUST01126,29,4,2924.55,4,2,3,9,Loyal Customers
CUST01127,37,9,7236.34,4,4,4,12,Champions
CUST01128,6,4,2844.79,4,2,3,9,Loyal Customers
CUST01129,120,3,627.88,3,1,1,5,Promising / New
CUST01130,115,4,1883.51,3,2,2,7,Loyal Customers
CUST01131,290,2,1142.8700000000001,1,1,1,3,Hibernating / Lost
CUST01132,125,5,1323.6699999999998,3,3,2,8,Loyal Customers
CUST01133,34,6,4363.96,4,3,4,11,Champions
CUST01134,55,5,1314.36,4,3,1,8,Loyal Customers
CUST01135,183,5,3571.8500000000004,2,3,4,9,Needs Attention
CUST01136,341,5,2354.9700000000003,1,3,3,7,At Risk
CUST01137,102,6,3885.43,3,3,4,10,Champions
CUST01138,274,5,3188.27,1,3,3,7,At Risk
CUST01139,84,9,6288.42,3,4,4,11,Champions
CUST01140,163,7,2949.87,2,4,3,9,Needs Attention
CUST01142,273,6,4421.16,1,3,4,8,At Risk
CUST01143,4,3,1778.2600000000002,4,1,2,7,Promising / New
CUST01144,47,8,2786.5699999999997,4,4,3,11,Champions
CUST01145,230,7,4888.3,2,4,4,10,Needs Attention
CUST01146,248,7,3685.06,2,4,4,10,Needs Attention
CUST01147,172,5,3244.8,2,3,3,8,Needs Attention
CUST01148,54,3,3072.34,4,1,3,8,Promising / New
CUST01149,95,4,1409.5699999999997,3,2,2,7,Loyal Customers
CUST01150,51,6,3460.45,4,3,3,10,Champions
CUST01151,282,9,5143.41,1,4,4,9,At Risk
CUST01152,192,5,3583.26,2,3,4,9,Needs Attention
CUST01153,195,5,3046.79,2,3,3,8,Needs Attention
CUST01154,17,5,2533.58,4,3,3,10,Champions
CUST01155,314,3,1002.76,1,1,1,3,Hibernating / Lost
CUST01156,178,2,926.61,2,1,1,4,Other
CUST01157,448,4,2265.5499999999997,1,2,2,5,Hibernating / Lost
CUST01158,4,4,1535.51,4,2,2,8,Loyal Customers
CUST01159,308,7,2005.0700000000002,1,4,2,7,At Risk
CUST01160,314,8,5455.62,1,4,4,9,At Risk
CUST01161,221,2,1406.91,2,1,2,5,Other
CUST01162,102,5,2542.21,3,3,3,9,Champions
CUST01163,38,8,1927.3400000000001,4,4,2,10,Loyal Customers
CUST01164,27,3,1252.6299999999999,4,1,1,6,Promising / New
CUST01165,196,3,3352.0299999999997,2,1,3,6,Other
CUST01166,301,4,3674.52,1,2,4,7,Hibernating / Lost
CUST01167,398,2,1429.6200000000001,1,1,2,4,Hibernating / Lost
CUST01168,262,12,4211.47,2,4,4,10,Needs Attention
CUST01169,1,3,3329.32,4,1,3,8,Promising / New
CUST01170,6,6,4793.59,4,3,4,11,Champions
CUST01171,174,3,1084.38,2,1,1,4,Other
CUST01172,153,2,717.8800000000001,3,1,1,5,Promising / New
CUST01173,155,7,2317.35,3,4,3,10,Champions
CUST01174,393,5,2720.86,1,3,3,7,At Risk
CUST01175,413,4,1363.29,1,2,2,5,Hibernating / Lost
CUST01177,306,5,1235.93,1,3,1,5,At Risk
CUST01178,357,9,5276.0,1,4,4,9,At Risk
CUST01179,301,3,1645.4099999999999,1,1,2,4,Hibernating / Lost
CUST01180,297,2,725.8499999999999,1,1,1,3,Hibernating / Lost
CUST01181,156,5,1638.37,3,3,2,8,Loyal Customers
CUST01182,11,3,3522.98,4,1,3,8,Promising / New
CUST01183,140,1,397.29,3,1,1,5,Promising / New
CUST01184,94,14,6870.05,3,4,4,11,Champions
CUST01185,208,5,1531.01,2,3,2,7,Needs Attention
CUST01186,183,4,1637.42,2,2,2,6,Needs Attention
CUST01187,262,8,3002.9900000000002,2,4,3,9,Needs Attention
CUST01188,172,6,1860.59,2,3,2,7,Needs Attention
CUST01189,201,5,2561.31,2,3,3,8,Needs Attention
CUST01190,148,5,2042.8,3,3,2,8,Loyal Customers
CUST01191,199,1,1778.2500000000002,2,1,2,5,Other
CUST01192,389,1,1158.0800000000002,1,1,1,3,Hibernating / Lost
CUST01193,87,8,5433.52,3,4,4,11,Champions
CUST01194,143,1,1142.11,3,1,1,5,Promising / New
CUST01195,179,5,1769.31,2,3,2,7,Needs Attention
CUST01196,147,1,162.87,3,1,1,5,Promising / New
CUST01197,1,6,2037.9699999999998,4,3,2,9,Loyal Customers
CUST01198,1,2,456.65000000000003,4,1,1,6,Promising / New
CUST01199,57,3,2004.77,4,1,2,7,Promising / New
CUST01200,27,5,1336.56,4,3,2,9,Loyal Customers
CUST01201,17,10,4031.5299999999997,4,4,4,12,Champions
CUST01202,245,5,2907.58,2,3,3,8,Needs Attention
CUST01203,6,1,430.34,4,1,1,6,Promising / New
CUST01204,39,8,5798.349999999999,4,4,4,12,Champions
CUST01205,104,9,6207.7699999999995,3,4,4,11,Champions
CUST01206,25,12,8131.1,4,4,4,12,Champions
CUST01207,216,6,3984.0299999999997,2,3,4,9,Needs Attention
CUST01208,96,7,4676.42,3,4,4,11,Champions
CUST01209,378,2,1146.1,1,1,1,3,Hibernating / Lost
CUST01210,12,3,1960.8500000000001,4,1,2,7,Promising / New
CUST01211,182,2,999.4499999999999,2,1,1,4,Other
CUST01212,58,2,361.64,4,1,1,6,Promising / New
CUST01213,200,5,1231.67,2,3,1,6,Needs Attention
CUST01214,24,4,835.94,4,2,1,7,Loyal Customers
CUST01215,315,6,5011.15,1,3,4,8,At Risk
CUST01216,374,2,810.19,1,1,1,3,Hibernating / Lost
CUST01217,231,4,2764.6200000000003,2,2,3,7,Needs Attention
CUST01218,115,5,1340.06,3,3,2,8,Loyal Customers
CUST01219,15,5,1978.21,4,3,2,9,Loyal Customers
CUST01220,164,4,1387.3899999999999,2,2,2,6,Needs Attention
CUST01221,84,2,2764.26,3,1,3,7,Promising / New
CUST01222,169,3,940.26,2,1,1,4,Other
CUST01223,9,5,2633.9900000000002,4,3,3,10,Champions
CUST01224,167,3,291.8,2,1,1,4,Other
CUST01225,127,3,1389.69,3,1,2,6,Promising / New
CUST01226,1,6,3310.95,4,3,3,10,Champions
CUST01228,1,8,4629.43,4,4,4,12,Champions
CUST01229,365,6,4964.62,1,3,4,8,At Risk
CUST01230,74,3,821.29,3,1,1,5,Promising / New
CUST01231,41,3,1088.16,4,1,1,6,Promising / New
CUST01232,90,6,4019.1600000000003,3,3,4,10,Champions
CUST01233,15,2,2016.02,4,1,2,7,Promising / New
CUST01234,70,6,2360.13,3,3,3,9,Champions
CUST01235,169,5,2041.14,2,3,2,7,Needs Attention
CUST01236,186,4,2337.44,2,2,3,7,Needs Attention
CUST01237,442,2,723.98,1,1,1,3,Hibernating / Lost
CUST01238,323,3,4320.35,1,1,4,6,Hibernating / Lost
CUST01239,348,3,1731.5900000000001,1,1,2,4,Hibernating / Lost
CUST01240,156,3,1720.38,3,1,2,6,Promising / New
CUST01241,112,7,2204.12,3,4,2,9,Loyal Customers
CUST01242,74,8,3605.91,3,4,4,11,Champions
CUST01243,8,3,1147.33,4,1,1,6,Promising / New
CUST01244,174,4,2055.25,2,2,2,6,Needs Attention
CUST01245,25,4,3632.9,4,2,4,10,Loyal Customers
CUST01246,2,6,3943.7299999999996,4,3,4,11,Champions
CUST01247,44,4,3018.01,4,2,3,9,Loyal Customers
CUST01248,98,5,1408.53,3,3,2,8,Loyal Customers
CUST01249,347,2,336.32,1,1,1,3,Hibernating / Lost
CUST01250,1,4,2224.71,4,2,2,8,Loyal Customers
CUST01251,279,10,4126.02,1,4,4,9,At Risk
CUST01252,270,4,3362.6800000000003,2,2,3,7,Needs Attention
CUST01253,315,5,5244.35,1,3,4,8,At Risk
CUST01254,91,1,194.2,3,1,1,5,Promising / New
CUST01255,140,4,4213.22,3,2,4,9,Loyal Customers
CUST01256,469,6,3860.7,1,3,4,8,At Risk
CUST01257,242,9,3650.39,2,4,4,10,Needs Attention
CUST01258,118,6,5587.62,3,3,4,10,Champions
CUST01259,183,5,1890.3799999999999,2,3,2,7,Needs Attention
CUST01260,36,6,3689.5200000000004,4,3,4,11,Champions
CUST01261,323,6,7942.530000000001,1,3,4,8,At Risk
CUST01262,36,1,947.88,4,1,1,6,Promising / New
CUST01263,223,7,5368.12,2,4,4,10,Needs Attention
CUST01264,56,7,3647.31,4,4,4,12,Champions
CUST01265,340,6,2332.6099999999997,1,3,3,7,At Risk
CUST01266,496,4,1558.6200000000001,1,2,2,5,Hibernating / Lost
CUST01267,391,6,5864.09,1,3,4,8,At Risk
CUST01268,306,2,862.32,1,1,1,3,Hibernating / Lost
CUST01269,2,2,267.31,4,1,1,6,Promising / New
CUST01270,421,7,2570.18,1,4,3,8,At Risk
CUST01271,295,6,5412.0,1,3,4,8,At Risk
CUST01272,305,4,2224.87,1,2,2,5,Hibernating / Lost
CUST01273,15,2,1588.65,4,1,2,7,Promising / New
CUST01274,96,6,4488.35,3,3,4,10,Champions
CUST01275,64,7,2945.23,3,4,3,10,Champions
CUST01276,121,2,485.78000000000003,3,1,1,5,Promising / New
CUST01277,34,6,1949.53,4,3,2,9,Loyal Customers
CUST01278,95,11,3253.62,3,4,3,10,Champions
CUST01279,513,6,1397.92,1,3,2,6,At Risk
CUST01280,61,2,554.61,3,1,1,5,Promising / New
CUST01281,24,3,1503.6200000000001,4,1,2,7,Promising / New
CUST01282,59,3,1253.23,3,1,1,5,Promising / New
CUST01283,114,2,1249.45,3,1,1,5,Promising / New
CUST01284,18,4,930.99,4,2,1,7,Loyal Customers
CUST01285,274,6,2220.88,1,3,2,6,At Risk
CUST01286,482,2,589.69,1,1,1,3,Hibernating / Lost
CUST01287,15,8,3166.59,4,4,3,11,Champions
CUST01288,310,7,4798.19,1,4,4,9,At Risk
CUST01289,453,7,6790.9400000000005,1,4,4,9,At Risk
CUST01291,241,7,7440.77,2,4,4,10,Needs Attention
CUST01292,47,2,2602.6000000000004,4,1,3,8,Promising / New
CUST01293,243,4,2272.07,2,2,2,6,Needs Attention
CUST01294,444,10,5352.22,1,4,4,9,At Risk
CUST01295,3,6,4219.32,4,3,4,11,Champions
CUST01296,128,5,2163.25,3,3,2,8,Loyal Customers
CUST01297,375,1,916.57,1,1,1,3,Hibernating / Lost
CUST01298,168,2,1365.81,2,1,2,5,Other
CUST01299,43,5,2161.56,4,3,2,9,Loyal Customers
CUST01300,364,8,5795.66,1,4,4,9,At Risk
CUST01301,112,7,4633.14,3,4,4,11,Champions
CUST01302,249,7,3629.55,2,4,4,10,Needs Attention
CUST01303,4,4,1746.3300000000002,4,2,2,8,Loyal Customers
CUST01304,33,2,962.97,4,1,1,6,Promising / New
CUST01305,114,6,1852.3400000000001,3,3,2,8,Loyal Customers
CUST01306,80,5,2702.9,3,3,3,9,Champions
CUST01307,134,2,1780.31,3,1,2,6,Promising / New
CUST01308,323,4,1864.9,1,2,2,5,Hibernating / Lost
CUST01310,54,4,1045.04,4,2,1,7,Loyal Customers
CUST01311,257,1,105.57,2,1,1,4,Other
CUST01312,253,3,596.6700000000001,2,1,1,4,Other
CUST01313,80,3,1334.9299999999998,3,1,2,6,Promising / New
CUST01314,39,5,1767.02,4,3,2,9,Loyal Customers
CUST01315,25,4,1394.58,4,2,2,8,Loyal Customers
CUST01316,206,3,2518.5800000000004,2,1,3,6,Other
CUST01317,101,3,2196.1,3,1,2,6,Promising / New
CUST01318,174,2,103.95,2,1,1,4,Other
CUST01319,275,4,1471.0400000000002,1,2,2,5,Hibernating / Lost
CUST01320,298,6,7260.83,1,3,4,8,At Risk
CUST01321,230,4,1577.38,2,2,2,6,Needs Attention
CUST01322,283,5,3089.09,1,3,3,7,At Risk
CUST01323,123,5,1841.7200000000003,3,3,2,8,Loyal Customers
CUST01324,30,1,600.9399999999999,4,1,1,6,Promising / New
CUST01326,281,5,1573.1200000000001,1,3,2,6,At Risk
CUST01327,5,7,4123.38,4,4,4,12,Champions
CUST01328,388,5,3092.48,1,3,3,7,At Risk
CUST01329,108,9,4299.03,3,4,4,11,Champions
CUST01330,162,9,7429.25,2,4,4,10,Needs Attention
CUST01331,137,12,6139.389999999999,3,4,4,11,Champions
CUST01332,90,6,3109.95,3,3,3,9,Champions
CUST01333,300,2,921.0799999999999,1,1,1,3,Hibernating / Lost
CUST01334,80,3,643.49,3,1,1,5,Promising / New
CUST01335,161,5,4350.8099999999995,2,3,4,9,Needs Attention
CUST01336,1,11,6714.67,4,4,4,12,Champions
CUST01337,192,3,2676.6299999999997,2,1,3,6,Other
CUST01338,351,6,4693.610000000001,1,3,4,8,At Risk
CUST01339,70,6,2462.94,3,3,3,9,Champions
CUST01340,160,8,2525.78,2,4,3,9,Needs Attention
CUST01341,185,4,1509.3100000000002,2,2,2,6,Needs Attention
CUST01342,260,5,1319.0700000000002,2,3,2,7,Needs Attention
CUST01343,247,6,6094.25,2,3,4,9,Needs Attention
CUST01344,86,4,1227.3700000000001,3,2,1,6,Loyal Customers
CUST01345,301,5,1597.6,1,3,2,6,At Risk
CUST01346,1,3,1766.51,4,1,2,7,Promising / New
CUST01347,29,8,6827.85,4,4,4,12,Champions
CUST01348,90,9,8210.95,3,4,4,11,Champions
CUST01349,105,2,308.77,3,1,1,5,Promising / New
CUST01350,154,5,1870.02,3,3,2,8,Loyal Customers
CUST01351,249,3,935.49,2,1,1,4,Other
CUST01352,161,3,2438.77,2,1,3,6,Other
CUST01353,246,3,1344.96,2,1,2,5,Other
CUST01354,17,1,918.08,4,1,1,6,Promising / New
CUST01355,310,4,2139.07,1,2,2,5,Hibernating / Lost
CUST01356,251,11,7597.71,2,4,4,10,Needs Attention
CUST01357,278,7,5208.099999999999,1,4,4,9,At Risk
CUST01358,319,4,2753.6499999999996,1,2,3,6,Hibernating / Lost
CUST01359,238,6,4218.79,2,3,4,9,Needs Attention
CUST01360,210,4,1627.84,2,2,2,6,Needs Attention
CUST01361,394,1,850.5799999999999,1,1,1,3,Hibernating / Lost
CUST01362,370,3,558.77,1,1,1,3,Hibernating / Lost
CUST01363,348,1,585.87,1,1,1,3,Hibernating / Lost
CUST01364,391,1,479.66,1,1,1,3,Hibernating / Lost
CUST01365,203,4,1850.0400000000002,2,2,2,6,Needs Attention
CUST01366,17,7,5026.3099999999995,4,4,4,12,Champions
CUST01367,302,6,2308.01,1,3,2,6,At Risk
CUST01368,226,1,193.2,2,1,1,4,Other
CUST01369,11,2,1670.56,4,1,2,7,Promising / New
CUST01370,166,10,3159.36,2,4,3,9,Needs Attention
CUST01371,26,4,2087.29,4,2,2,8,Loyal Customers
CUST01372,72,3,4152.72,3,1,4,8,Promising / New
CUST01373,267,5,1840.1,2,3,2,7,Needs Attention
CUST01374,289,2,2858.34,1,1,3,5,Hibernating / Lost
CUST01375,12,6,2156.98,4,3,2,9,Loyal Customers
CUST01376,2,6,2634.65,4,3,3,10,Champions
CUST01377,3,2,664.56,4,1,1,6,Promising / New
CUST01378,48,3,1823.7,4,1,2,7,Promising / New
CUST01379,166,7,4973.3,2,4,4,10,Needs Attention
CUST01380,135,1,572.4,3,1,1,5,Promising / New
CUST01381,4,5,2127.01,4,3,2,9,Loyal Customers
CUST01382,221,4,2167.13,2,2,2,6,Needs Attention
CUST01383,270,8,2978.04,2,4,3,9,Needs Attention
CUST01384,20,4,1715.7300000000002,4,2,2,8,Loyal Customers
CUST01385,229,6,3743.65,2,3,4,9,Needs Attention
CUST01386,324,2,463.39,1,1,1,3,Hibernating / Lost
CUST01387,139,5,2724.7,3,3,3,9,Champions
CUST01388,237,6,3236.96,2,3,3,8,Needs Attention
CUST01389,11,9,4032.7400000000002,4,4,4,12,Champions
CUST01390,6,8,3277.45,4,4,3,11,Champions
CUST01391,238,7,4449.27,2,4,4,10,Needs Attention
CUST01392,48,5,2659.77,4,3,3,10,Champions
CUST01393,2,11,3614.97,4,4,4,12,Champions
CUST01394,7,7,4467.56,4,4,4,12,Champions
CUST01395,208,4,2427.25,2,2,3,7,Needs Attention
CUST01396,145,2,1235.4,3,1,1,5,Promising / New
CUST01397,165,4,3761.43,2,2,4,8,Needs Attention
CUST01398,180,2,355.36,2,1,1,4,Other
CUST01399,486,3,2589.02,1,1,3,5,Hibernating / Lost
CUST01400,305,7,4038.6800000000003,1,4,4,9,At Risk
CUST01401,31,2,1112.3200000000002,4,1,1,6,Promising / New
CUST01402,342,4,2303.89,1,2,2,5,Hibernating / Lost
CUST01403,333,5,4204.36,1,3,4,8,At Risk
CUST01404,173,8,6198.16,2,4,4,10,Needs Attention
CUST01405,319,8,5385.71,1,4,4,9,At Risk
CUST01406,109,2,2357.79,3,1,3,7,Promising / New
CUST01407,230,2,1131.03,2,1,1,4,Other
CUST01408,43,7,2739.37,4,4,3,11,Champions
CUST01409,180,4,1768.0,2,2,2,6,Needs Attention
CUST01410,161,5,2834.1,2,3,3,8,Needs Attention
CUST01411,121,3,3675.95,3,1,4,8,Promising / New
CUST01412,70,7,3920.51,3,4,4,11,Champions
CUST01413,383,4,2011.42,1,2,2,5,Hibernating / Lost
CUST01414,74,6,2777.4,3,3,3,9,Champions
CUST01415,106,5,2995.24,3,3,3,9,Champions
CUST01416,75,6,3302.93,3,3,3,9,Champions
CUST01417,140,3,792.25,3,1,1,5,Promising / New
CUST01418,175,5,2007.51,2,3,2,7,Needs Attention
CUST01419,5,8,4167.16,4,4,4,12,Champions
CUST01420,199,6,2776.42,2,3,3,8,Needs Attention
CUST01421,2,8,6145.65,4,4,4,12,Champions
CUST01422,1,1,572.24,4,1,1,6,Promising / New
CUST01423,125,2,1904.62,3,1,2,6,Promising / New
CUST01424,118,5,4320.8,3,3,4,10,Champions
CUST01425,260,6,5034.33,2,3,4,9,Needs Attention
CUST01426,47,4,2800.3100000000004,4,2,3,9,Loyal Customers
CUST01427,95,4,4070.49,3,2,4,9,Loyal Customers
CUST01428,14,4,2079.3,4,2,2,8,Loyal Customers
CUST01429,105,4,5554.85,3,2,4,9,Loyal Customers
CUST01430,52,3,1220.48,4,1,1,6,Promising / New
CUST01431,197,5,2593.39,2,3,3,8,Needs Attention
CUST01432,81,4,3031.9,3,2,3,8,Loyal Customers
CUST01433,39,7,3270.37,4,4,3,11,Champions
CUST01434,191,2,752.81,2,1,1,4,Other
CUST01435,351,6,6261.33,1,3,4,8,At Risk
CUST01436,446,5,2792.61,1,3,3,7,At Risk
CUST01437,179,4,1585.8899999999999,2,2,2,6,Needs Attention
CUST01438,127,3,1486.0100000000002,3,1,2,6,Promising / New
CUST01439,218,6,3100.27,2,3,3,8,Needs Attention
CUST01440,12,4,1408.42,4,2,2,8,Loyal Customers
CUST01441,78,14,5598.9800000000005,3,4,4,11,Champions
CUST01442,164,7,3333.86,2,4,3,9,Needs Attention
CUST01443,12,5,5141.01,4,3,4,11,Champions
CUST01444,234,7,1430.06,2,4,2,8,Needs Attention
CUST01445,362,5,2856.75,1,3,3,7,At Risk
CUST01446,307,3,1231.65,1,1,1,3,Hibernating / Lost
CUST01447,5,3,767.55,4,1,1,6,Promising / New
CUST01448,3,7,3924.94,4,4,4,12,Champions
CUST01449,114,5,2872.61,3,3,3,9,Champions
CUST01450,445,4,1369.05,1,2,2,5,Hibernating / Lost
CUST01451,297,4,3761.4399999999996,1,2,4,7,Hibernating / Lost
CUST01452,399,2,583.1700000000001,1,1,1,3,Hibernating / Lost
CUST01453,404,3,2234.77,1,1,2,4,Hibernating / Lost
CUST01454,134,5,2097.61,3,3,2,8,Loyal Customers
CUST01455,54,2,416.12,4,1,1,6,Promising / New
CUST01456,251,7,3865.38,2,4,4,10,Needs Attention
CUST01457,3,7,3003.9700000000003,4,4,3,11,Champions
CUST01458,177,6,4458.38,2,3,4,9,Needs Attention
CUST01459,364,4,2075.85,1,2,2,5,Hibernating / Lost
