order_id,customer_id,order_date,region,acquisition_channel,order_revenue
ORD001867,CUST00951,2024-04-19,Northeast,Email,1194.0
ORD001868,CUST00951,2024-04-20,Northeast,Email,317.90999999999997
ORD001869,CUST00951,2024-04-22,Northeast,Email,47.7
ORD001870,CUST00951,2024-04-24,Northeast,Email,299.02000000000004
ORD001871,CUST00243,2024-03-02,Midwest,Organic Search,357.66
ORD001872,CUST00243,2024-03-24,Midwest,Organic Search,587.4300000000001
ORD001873,CUST00243,2024-06-19,Midwest,Organic Search,855.96
ORD001874,CUST00243,2024-07-06,Midwest,Organic Search,1236.0700000000002
ORD001875,CUST00376,2024-02-29,Northeast,Organic Search,1541.9899999999998
ORD001876,CUST00376,2024-03-06,Northeast,Organic Search,198.9
ORD001877,CUST00376,2024-03-31,Northeast,Organic Search,349.01
ORD001878,CUST00376,2024-04-13,Northeast,Organic Search,269.94
ORD001879,CUST00376,2024-04-20,Northeast,Organic Search,37.65
ORD001881,CUST00376,2024-06-16,Northeast,Organic Search,1123.02
ORD001882,CUST00376,2024-07-07,Northeast,Organic Search,345.64
ORD001883,CUST00700,2024-04-27,West,Paid Social,502.40999999999997
ORD001884,CUST00700,2024-05-09,West,Paid Social,259.22
ORD001885,CUST00700,2024-05-21,West,Paid Social,578.4300000000001
ORD001886,CUST02742,2024-02-28,Northeast,Email,148.4
ORD001887,CUST02742,2024-03-03,Northeast,Email,1289.24
ORD001888,CUST02742,2024-03-10,Northeast,Email,442.24
ORD001889,CUST02742,2024-03-11,Northeast,Email,719.87
ORD001890,CUST02742,2024-03-27,Northeast,Email,146.57999999999998
ORD001891,CUST00791,2024-02-22,West,Paid Social,1094.89
ORD001892,CUST00791,2024-03-28,West,Paid Social,1046.1100000000001
ORD001893,CUST00791,2024-04-24,West,Paid Social,207.3
ORD001894,CUST00791,2024-04-26,West,Paid Social,939.12
ORD001896,CUST00977,2024-07-22,South,Direct,153.84
ORD001897,CUST00977,2024-08-14,South,Direct,97.57000000000001
ORD001898,CUST00977,2024-08-24,South,Direct,601.3599999999999
ORD001899,CUST00977,2024-09-20,South,Direct,224.0
ORD001900,CUST00977,2024-11-29,South,Direct,1262.12
ORD001901,CUST00977,2024-12-24,South,Direct,669.62
ORD001902,CUST00218,2024-04-05,West,Email,672.19
ORD001903,CUST00218,2024-04-27,West,Email,142.18
ORD001906,CUST00218,2024-07-13,West,Email,272.94
ORD001907,CUST00218,2024-08-25,West,Email,139.62
ORD001908,CUST00218,2024-09-21,West,Email,93.08
ORD001909,CUST00218,2024-09-23,West,Email,333.68
ORD001911,CUST00218,2024-10-24,West,Email,818.61
ORD001912,CUST01842,2024-03-11,South,Organic Search,387.14
ORD001913,CUST01842,2024-04-01,South,Organic Search,111.45000000000002
ORD001914,CUST01842,2024-05-03,South,Organic Search,584.05
ORD001915,CUST02306,2024-03-01,Northeast,Organic Search,191.65
ORD001916,CUST02306,2024-03-30,Northeast,Organic Search,371.20000000000005
ORD001917,CUST02306,2024-05-09,Northeast,Organic Search,79.97
ORD001918,CUST03959,2024-02-29,South,Paid Social,161.67000000000002
ORD001919,CUST03959,2024-03-01,South,Paid Social,2297.6099999999997
ORD001921,CUST03959,2024-04-27,South,Paid Social,122.43
ORD001922,CUST03959,2024-05-20,South,Paid Social,1762.67
ORD001923,CUST03959,2024-05-21,South,Paid Social,540.61
ORD001924,CUST03959,2024-05-22,South,Paid Social,1100.93
ORD001925,CUST03959,2024-06-11,South,Paid Social,883.81
ORD001926,CUST00087,2024-04-10,Midwest,Paid Social,1603.8
ORD001927,CUST00087,2024-05-20,Midwest,Paid Social,633.97
ORD001928,CUST00087,2024-06-02,Midwest,Paid Social,410.87
ORD001929,CUST00087,2024-06-04,Midwest,Paid Social,677.42
ORD001930,CUST00087,2024-07-16,Midwest,Paid Social,578.4300000000001
ORD001931,CUST02321,2024-08-09,West,Organic Search,1284.37
ORD001932,CUST02321,2024-10-13,West,Organic Search,969.4100000000001
ORD001933,CUST02321,2024-10-19,West,Organic Search,212.13
ORD001934,CUST03284,2024-03-05,Midwest,Organic Search,748.53
ORD001935,CUST03284,2024-08-11,Midwest,Organic Search,133.52
ORD001936,CUST03284,2024-11-14,Midwest,Organic Search,56.04
ORD001937,CUST03284,2024-12-14,Midwest,Organic Search,914.65
ORD001938,CUST03284,2025-03-08,Midwest,Organic Search,458.12
ORD001939,CUST03419,2024-03-21,Northeast,Paid Social,486.40999999999997
ORD001941,CUST03419,2024-03-31,Northeast,Paid Social,35.82
ORD001942,CUST03419,2024-04-05,Northeast,Paid Social,683.75
ORD001944,CUST03419,2024-04-25,Northeast,Paid Social,301.41999999999996
ORD001945,CUST03419,2024-04-28,Northeast,Paid Social,1447.68
ORD001946,CUST03419,2024-04-29,Northeast,Paid Social,211.39000000000001
ORD001947,CUST00891,2024-05-23,Northeast,Email,348.62
ORD001948,CUST00891,2024-08-17,Northeast,Email,567.81
ORD001949,CUST00891,2024-11-27,Northeast,Email,686.78
ORD001950,CUST00891,2025-03-22,Northeast,Email,319.32
ORD001951,CUST00891,2025-03-24,Northeast,Email,193.17000000000002
ORD001953,CUST01788,2024-03-12,Northeast,Direct,274.26
ORD001954,CUST01788,2024-03-20,Northeast,Direct,945.8900000000001
ORD001955,CUST01788,2024-03-26,Northeast,Direct,549.9599999999999
ORD001956,CUST01788,2024-03-31,Northeast,Direct,1551.62
ORD001957,CUST01788,2024-04-03,Northeast,Direct,676.46
ORD001958,CUST01788,2024-04-03,Northeast,Direct,256.29
ORD001959,CUST01788,2024-04-27,Northeast,Direct,370.38
ORD001960,CUST01788,2024-05-16,Northeast,Direct,1125.24
ORD001961,CUST01788,2024-05-19,Northeast,Direct,1085.13
ORD001962,CUST01788,2024-06-01,Northeast,Direct,178.15
ORD001963,CUST02502,2024-06-17,Midwest,Referral,824.1800000000001
ORD001964,CUST02502,2024-08-09,Midwest,Referral,581.72
ORD001966,CUST02502,2024-10-23,Midwest,Referral,1035.53
ORD001969,CUST01880,2024-05-23,Midwest,Direct,437.40000000000003
ORD001970,CUST01880,2024-05-28,Midwest,Direct,207.17
ORD001971,CUST01880,2024-05-31,Midwest,Direct,47.7
ORD001972,CUST00588,2024-04-21,Northeast,Direct,24.39
ORD001973,CUST00588,2024-05-14,Northeast,Direct,196.26
ORD001974,CUST00588,2024-05-16,Northeast,Direct,795.3599999999999
ORD001975,CUST02472,2024-06-18,Midwest,Direct,349.1
ORD001976,CUST02472,2024-07-08,Midwest,Direct,841.22
ORD001978,CUST02957,2024-02-27,West,Email,77.95
ORD001979,CUST02957,2024-03-04,West,Email,334.56
ORD001980,CUST02957,2024-03-10,West,Email,194.79
ORD001981,CUST02957,2024-03-17,West,Email,56.28
ORD001982,CUST02957,2024-03-22,West,Email,301.63
ORD001983,CUST02957,2024-03-23,West,Email,378.9
ORD001984,CUST02957,2024-03-26,West,Email,15.9
ORD001985,CUST02957,2024-03-29,West,Email,242.04
ORD001986,CUST02957,2024-04-02,West,Email,556.1099999999999
ORD001987,CUST02957,2024-04-02,West,Email,145.56
ORD001988,CUST02957,2024-04-05,West,Email,574.84
ORD001989,CUST02957,2024-04-09,West,Email,43.32
ORD001990,CUST02957,2024-04-09,West,Email,93.08
ORD001991,CUST02957,2024-04-15,West,Email,1439.9400000000003
ORD001993,CUST01738,2024-02-28,South,Paid Social,705.77
ORD001994,CUST01738,2024-02-29,South,Paid Social,1113.24
ORD001996,CUST01738,2024-03-16,South,Paid Social,372.43
ORD001997,CUST01738,2024-03-17,South,Paid Social,260.58000000000004
ORD001998,CUST01738,2024-03-25,South,Paid Social,393.21000000000004
ORD002000,CUST03035,2024-10-01,South,Paid Social,303.72
ORD002001,CUST03035,2024-11-22,South,Paid Social,466.56000000000006
ORD002002,CUST03343,2024-02-29,West,Direct,454.79999999999995
ORD002003,CUST03343,2024-03-09,West,Direct,72.9
ORD002006,CUST03343,2024-05-24,West,Direct,235.72
ORD002007,CUST03343,2024-05-29,West,Direct,284.48
ORD002008,CUST03343,2024-06-01,West,Direct,123.06
ORD002009,CUST03343,2024-06-02,West,Direct,1037.1
ORD002010,CUST03343,2024-07-01,West,Direct,113.74000000000001
ORD002011,CUST02682,2024-03-05,Northeast,Email,503.96000000000004
ORD002012,CUST02682,2024-03-12,Northeast,Email,489.12
ORD002013,CUST02682,2024-03-31,Northeast,Email,102.56
ORD002014,CUST02682,2024-04-09,Northeast,Email,249.78
ORD002015,CUST02682,2024-04-23,Northeast,Email,883.17
ORD002016,CUST02682,2024-05-09,Northeast,Email,705.7800000000001
ORD002017,CUST02682,2024-06-18,Northeast,Email,643.9499999999999
ORD002018,CUST02682,2024-06-30,Northeast,Email,161.82
ORD002020,CUST01289,2024-03-04,Northeast,Email,2067.92
ORD002021,CUST01289,2024-03-05,Northeast,Email,26.24
ORD002022,CUST01289,2024-03-07,Northeast,Email,322.71000000000004
ORD002023,CUST01289,2024-03-08,Northeast,Email,3319.72
ORD002024,CUST01289,2024-03-14,Northeast,Email,237.36
ORD002025,CUST01289,2024-03-20,Northeast,Email,414.21999999999997
ORD002026,CUST01289,2024-04-03,Northeast,Email,402.77
ORD002027,CUST01436,2024-03-15,South,Paid Social,282.24
ORD002028,CUST01436,2024-04-05,South,Paid Social,1485.99
ORD002029,CUST01436,2024-04-05,South,Paid Social,497.46000000000004
ORD002030,CUST01436,2024-04-07,South,Paid Social,192.1
ORD002031,CUST01436,2024-04-10,South,Paid Social,334.82
ORD002032,CUST00580,2024-03-15,West,Direct,72.44
ORD002033,CUST00580,2024-03-20,West,Direct,548.4
ORD002034,CUST00580,2024-04-07,West,Direct,69.63
ORD002036,CUST00580,2024-04-29,West,Direct,970.37
ORD002037,CUST00580,2024-05-20,West,Direct,562.74
ORD002038,CUST00580,2024-05-31,West,Direct,323.4
ORD002039,CUST00580,2024-06-28,West,Direct,507.06
ORD002040,CUST00580,2024-06-30,West,Direct,1172.78
ORD002041,CUST00580,2024-07-10,West,Direct,904.51
ORD002042,CUST00580,2024-07-26,West,Direct,570.13
ORD002043,CUST00580,2024-07-27,West,Direct,145.42
ORD002044,CUST00580,2024-08-02,West,Direct,285.06
ORD002045,CUST02623,2024-04-03,South,Organic Search,962.5900000000001
ORD002046,CUST02623,2024-09-28,South,Organic Search,224.18
ORD002047,CUST02556,2024-03-03,South,Organic Search,663.94
ORD002048,CUST02556,2024-03-22,South,Organic Search,218.11
ORD002049,CUST02556,2024-05-01,South,Organic Search,637.57
ORD002050,CUST02556,2024-06-24,South,Organic Search,78.28
ORD002051,CUST02556,2024-08-23,South,Organic Search,190.56
ORD002052,CUST02556,2024-09-09,South,Organic Search,370.44
ORD002053,CUST02556,2024-09-11,South,Organic Search,579.6800000000001
ORD002054,CUST01359,2024-04-12,South,Organic Search,490.95
ORD002055,CUST01359,2024-06-13,South,Organic Search,836.36
ORD002056,CUST01359,2024-07-29,South,Organic Search,1015.12
ORD002057,CUST01359,2024-08-28,South,Organic Search,401.72
ORD002058,CUST01359,2024-10-17,South,Organic Search,467.59000000000003
ORD002059,CUST01359,2024-11-04,South,Organic Search,1007.0500000000001
ORD002060,CUST02423,2024-04-03,South,Email,102.56
ORD002061,CUST02423,2024-09-06,South,Email,576.52
ORD002062,CUST02423,2024-09-06,South,Email,541.65
ORD002063,CUST02423,2024-10-25,South,Email,497.17999999999995
ORD002064,CUST02423,2025-01-20,South,Email,237.63
ORD002065,CUST02423,2025-02-04,South,Email,90.7
ORD002066,CUST02423,2025-02-09,South,Email,636.15
ORD002067,CUST01450,2024-02-27,West,Paid Social,667.3199999999999
ORD002068,CUST01450,2024-03-03,West,Paid Social,329.18999999999994
ORD002069,CUST01450,2024-04-07,West,Paid Social,331.73
ORD002070,CUST01450,2024-04-11,West,Paid Social,40.81
ORD002071,CUST03497,2024-12-16,West,Organic Search,650.46
ORD002073,CUST00258,2024-08-10,South,Organic Search,472.28
ORD002074,CUST00258,2024-08-18,South,Organic Search,745.6700000000001
ORD002075,CUST00258,2024-10-02,South,Organic Search,314.24
ORD002076,CUST03872,2024-03-07,Midwest,Direct,1417.2500000000002
ORD002077,CUST03872,2024-06-17,Midwest,Direct,143.87
ORD002078,CUST03807,2024-03-01,South,Email,376.15
ORD002079,CUST03807,2024-03-26,South,Email,364.93
ORD002080,CUST03807,2024-04-11,South,Email,695.54
ORD002081,CUST03807,2024-04-27,South,Email,25.92
ORD002082,CUST03807,2024-05-02,South,Email,1248.48
ORD002083,CUST03807,2024-05-02,South,Email,1194.15
ORD002084,CUST03807,2024-05-03,South,Email,246.26
ORD002085,CUST02515,2024-03-01,Northeast,Paid Social,1567.17
ORD002086,CUST02515,2024-03-15,Northeast,Paid Social,496.0
ORD002087,CUST02515,2024-03-27,Northeast,Paid Social,1318.25
ORD002089,CUST02515,2024-04-09,Northeast,Paid Social,315.42
ORD002090,CUST02515,2024-04-11,Northeast,Paid Social,800.8
ORD002091,CUST02515,2024-04-19,Northeast,Paid Social,818.61
ORD002093,CUST03853,2024-11-23,Northeast,Paid Social,438.39
ORD002094,CUST03853,2025-01-15,Northeast,Paid Social,248.88
ORD002095,CUST03853,2025-01-19,Northeast,Paid Social,1289.5500000000002
ORD002097,CUST03853,2025-03-02,Northeast,Paid Social,1264.42
ORD002098,CUST01730,2024-02-28,South,Organic Search,382.61
ORD002099,CUST01730,2024-03-04,South,Organic Search,635.34
ORD002100,CUST01730,2024-03-05,South,Organic Search,73.26
ORD002101,CUST01730,2024-03-15,South,Organic Search,193.79000000000002
ORD002102,CUST01730,2024-03-30,South,Organic Search,577.03
ORD002103,CUST01730,2024-04-07,South,Organic Search,54.599999999999994
ORD002104,CUST00171,2024-04-04,Midwest,Direct,494.02
ORD002105,CUST00171,2024-07-20,Midwest,Direct,419.74
ORD002106,CUST00171,2024-12-17,Midwest,Direct,146.2
ORD002107,CUST00460,2024-03-31,South,Referral,114.13
ORD002108,CUST02265,2024-03-12,South,Email,493.53
ORD002110,CUST02265,2024-03-28,South,Email,565.48
ORD002111,CUST02265,2024-04-12,South,Email,653.36
ORD002112,CUST02265,2024-04-15,South,Email,269.08
ORD002113,CUST02265,2024-05-03,South,Email,362.90999999999997
ORD002114,CUST02265,2024-05-15,South,Email,123.54
ORD002115,CUST02265,2024-06-02,South,Email,279.84000000000003
ORD002116,CUST02265,2024-06-19,South,Email,1147.1399999999999
ORD002117,CUST03353,2024-03-03,South,Paid Social,435.83
ORD002118,CUST03353,2024-03-11,South,Paid Social,658.5699999999999
ORD002119,CUST03353,2024-03-17,South,Paid Social,508.41
ORD002121,CUST00516,2024-04-12,West,Paid Social,557.8199999999999
ORD002122,CUST00516,2024-04-30,West,Paid Social,112.94999999999999
ORD002123,CUST00516,2024-07-11,West,Paid Social,166.75
ORD002125,CUST02177,2024-02-27,South,Email,552.38
ORD002126,CUST02177,2024-02-27,South,Email,840.4499999999999
ORD002127,CUST02177,2024-03-22,South,Email,111.06
ORD002128,CUST02177,2024-04-01,South,Email,410.88
ORD002129,CUST01166,2024-03-02,South,Paid Social,1295.3999999999999
ORD002130,CUST01166,2024-04-08,South,Paid Social,1008.34
ORD002131,CUST01166,2024-07-17,South,Paid Social,1340.58
ORD002132,CUST01166,2024-09-02,South,Paid Social,30.2
ORD002133,CUST03783,2024-04-13,Midwest,Email,589.3900000000001
ORD002134,CUST03783,2024-06-07,Midwest,Email,559.71
ORD002135,CUST03783,2024-06-07,Midwest,Email,86.8
ORD002136,CUST03783,2024-06-15,Midwest,Email,83.84
ORD002137,CUST03783,2024-06-22,Midwest,Email,78.25
ORD002138,CUST03783,2024-07-06,Midwest,Email,861.6700000000001
ORD002140,CUST03783,2024-07-22,Midwest,Email,318.46
ORD002141,CUST03783,2024-08-20,Midwest,Email,438.56
ORD002142,CUST03783,2024-09-03,Midwest,Email,411.29
ORD002144,CUST03783,2024-10-14,Midwest,Email,138.94
ORD002145,CUST03783,2024-10-19,Midwest,Email,123.06
ORD002146,CUST03783,2024-11-22,Midwest,Email,123.06
ORD002147,CUST02615,2024-03-20,Midwest,Organic Search,309.17999999999995
ORD002148,CUST02615,2024-03-31,Midwest,Organic Search,383.99
ORD002149,CUST02615,2024-08-01,Midwest,Organic Search,53.94
ORD002150,CUST03687,2024-03-03,Northeast,Direct,469.66999999999996
ORD002151,CUST03687,2024-03-09,Northeast,Direct,530.17
ORD002152,CUST03687,2024-03-17,Northeast,Direct,477.93
ORD002153,CUST03687,2024-03-17,Northeast,Direct,512.04
ORD002154,CUST03687,2024-03-25,Northeast,Direct,975.68
ORD002155,CUST03687,2024-04-03,Northeast,Direct,1375.26
ORD002157,CUST03687,2024-04-09,Northeast,Direct,411.24
ORD002158,CUST03687,2024-04-20,Northeast,Direct,156.52
ORD002159,CUST02475,2024-04-08,South,Organic Search,334.81
ORD002160,CUST02475,2024-04-13,South,Organic Search,653.85
ORD002161,CUST01827,2024-04-14,Midwest,Referral,980.72
ORD002162,CUST01827,2024-11-26,Midwest,Referral,937.2900000000001
ORD002165,CUST00583,2024-03-01,Northeast,Referral,693.66
ORD002166,CUST00583,2024-10-25,Northeast,Referral,1560.74
ORD002167,CUST03491,2024-03-24,Midwest,Paid Social,954.88
ORD002168,CUST03491,2024-06-13,Midwest,Paid Social,746.01
ORD002169,CUST03491,2024-06-20,Midwest,Paid Social,734.61
ORD002170,CUST03491,2024-08-14,Midwest,Paid Social,252.12
ORD002171,CUST03491,2024-10-05,Midwest,Paid Social,155.18
ORD002172,CUST02504,2024-12-04,Midwest,Email,86.1
ORD002173,CUST01855,2024-04-06,South,Organic Search,1968.8999999999999
ORD002174,CUST01855,2024-08-13,South,Organic Search,522.98
ORD002175,CUST01855,2024-09-11,South,Organic Search,171.42
ORD002176,CUST00322,2024-04-16,Northeast,Paid Social,573.48
ORD002177,CUST00322,2024-04-25,Northeast,Paid Social,672.09
ORD002178,CUST00322,2024-04-29,Northeast,Paid Social,1328.3400000000001
ORD002179,CUST02946,2024-02-28,West,Email,81.37
ORD002180,CUST02946,2024-05-07,West,Email,939.1
ORD002181,CUST02946,2024-07-25,West,Email,45.35
ORD002182,CUST02946,2024-08-08,West,Email,171.78
ORD002184,CUST00310,2024-04-12,West,Referral,373.36
ORD002186,CUST00310,2025-03-16,West,Referral,365.88
ORD002187,CUST03077,2024-03-16,Midwest,Direct,712.8
ORD002188,CUST03077,2024-05-11,Midwest,Direct,43.32
ORD002189,CUST03077,2024-05-23,Midwest,Direct,231.69
ORD002190,CUST03727,2024-05-09,South,Organic Search,743.97
ORD002191,CUST03727,2024-08-15,South,Organic Search,451.86999999999995
ORD002192,CUST03727,2024-09-05,South,Organic Search,372.17
ORD002193,CUST03727,2024-10-12,South,Organic Search,1158.0
ORD002195,CUST01272,2024-03-16,South,Direct,620.0
ORD002197,CUST01272,2024-05-23,South,Direct,954.5799999999999
ORD002198,CUST01272,2024-05-26,South,Direct,141.95
ORD002200,CUST01272,2024-08-29,South,Direct,508.34000000000003
ORD002201,CUST03150,2024-03-07,Midwest,Organic Search,2009.76
ORD002202,CUST03150,2024-04-10,Midwest,Organic Search,1049.82
ORD002203,CUST03150,2024-04-15,Midwest,Organic Search,264.72
ORD002205,CUST03150,2024-07-10,Midwest,Organic Search,99.1
ORD002206,CUST03150,2024-08-11,Midwest,Organic Search,1055.41
ORD002207,CUST03150,2024-08-22,Midwest,Organic Search,232.77
ORD002209,CUST01489,2024-03-14,Northeast,Organic Search,1418.2600000000002
ORD002211,CUST01489,2024-03-24,Northeast,Organic Search,463.84000000000003
ORD002212,CUST01489,2024-04-20,Northeast,Organic Search,672.06
ORD002213,CUST01489,2024-05-17,Northeast,Organic Search,97.68
ORD002214,CUST01489,2024-05-26,Northeast,Organic Search,102.56
ORD002215,CUST01489,2024-05-29,Northeast,Organic Search,161.85
ORD002216,CUST01489,2024-05-30,Northeast,Organic Search,599.22
ORD002217,CUST01816,2024-04-07,Midwest,Organic Search,53.94
ORD002219,CUST01816,2024-04-23,Midwest,Organic Search,45.3
ORD002220,CUST01816,2024-05-03,Midwest,Organic Search,60.32
ORD002221,CUST01816,2024-05-06,Midwest,Organic Search,18.2
ORD002223,CUST01466,2024-04-12,South,Organic Search,681.32
ORD002224,CUST01466,2024-05-20,South,Organic Search,466.78
ORD002225,CUST00808,2024-03-01,South,Direct,603.99
ORD002226,CUST00808,2024-03-20,South,Direct,321.09000000000003
ORD002227,CUST00808,2024-04-12,South,Direct,1180.98
ORD002228,CUST00808,2024-04-19,South,Direct,201.75
ORD002229,CUST00808,2024-04-27,South,Direct,331.14
ORD002230,CUST00808,2024-05-05,South,Direct,947.0799999999999
ORD002231,CUST00808,2024-06-22,South,Direct,509.5
ORD002232,CUST00808,2024-07-01,South,Direct,669.8599999999999
ORD002233,CUST01538,2024-03-15,South,Direct,221.84
ORD002234,CUST01538,2024-03-16,South,Direct,224.27
ORD002236,CUST01538,2024-03-23,South,Direct,441.28
ORD002237,CUST01538,2024-03-25,South,Direct,809.82
ORD002238,CUST03034,2024-03-08,South,Direct,166.81
ORD002239,CUST03034,2024-03-08,South,Direct,85.4
ORD002240,CUST03034,2024-03-11,South,Direct,238.14999999999998
ORD002241,CUST03034,2024-03-19,South,Direct,973.62
ORD002242,CUST03034,2024-03-26,South,Direct,342.93
ORD002243,CUST03034,2024-03-29,South,Direct,541.34
ORD002244,CUST03034,2024-03-31,South,Direct,132.0
ORD002246,CUST03034,2024-04-13,South,Direct,110.88
ORD002247,CUST03034,2024-04-17,South,Direct,679.69
ORD002249,CUST03591,2024-03-21,Midwest,Referral,1260.3899999999999
ORD002250,CUST03591,2024-05-30,Midwest,Referral,250.71000000000004
ORD002251,CUST03591,2024-06-01,Midwest,Referral,131.16
ORD002252,CUST03591,2024-07-25,Midwest,Referral,240.63
ORD002253,CUST03591,2024-08-01,Midwest,Referral,86.1
ORD002254,CUST03591,2024-08-01,Midwest,Referral,681.17
ORD002255,CUST03591,2024-08-02,Midwest,Referral,284.69
ORD002256,CUST01867,2024-03-11,South,Organic Search,154.87
ORD002257,CUST01867,2024-05-29,South,Organic Search,389.61
ORD002258,CUST01867,2024-05-29,South,Organic Search,151.86
ORD002260,CUST01867,2024-07-08,South,Organic Search,579.1700000000001
ORD002261,CUST01867,2024-07-22,South,Organic Search,89.6
ORD002262,CUST01867,2024-09-13,South,Organic Search,385.16
ORD002264,CUST01484,2024-03-07,South,Referral,830.36
ORD002265,CUST01484,2024-04-10,South,Referral,47.7
ORD002266,CUST01484,2024-04-29,South,Referral,450.96
ORD002267,CUST01484,2024-05-15,South,Referral,170.86
ORD002268,CUST01484,2024-06-02,South,Referral,2015.44
ORD002269,CUST01484,2024-06-14,South,Referral,2358.57
ORD002270,CUST01484,2024-07-04,South,Referral,60.32
ORD002271,CUST01484,2024-09-21,South,Referral,169.91
ORD002272,CUST02244,2024-03-03,South,Paid Social,1076.3400000000001
ORD002273,CUST02244,2024-03-12,South,Paid Social,328.87
ORD002274,CUST02244,2024-03-17,South,Paid Social,217.04999999999998
ORD002275,CUST02244,2024-03-25,South,Paid Social,361.05
ORD002276,CUST02244,2024-03-29,South,Paid Social,182.75
ORD002277,CUST02244,2024-04-13,South,Paid Social,131.34
ORD002278,CUST02244,2024-05-18,South,Paid Social,349.01
ORD002279,CUST02244,2024-05-21,South,Paid Social,451.18
ORD002280,CUST02244,2024-06-07,South,Paid Social,185.17
ORD002281,CUST02244,2024-06-13,South,Paid Social,154.48000000000002
ORD002282,CUST02244,2024-06-15,South,Paid Social,986.95
ORD002283,CUST03791,2024-03-17,West,Organic Search,423.24
ORD002284,CUST03791,2024-06-12,West,Organic Search,58.07
ORD002285,CUST03791,2024-06-13,West,Organic Search,268.92
ORD002286,CUST02911,2024-04-06,Northeast,Paid Social,696.5
ORD002289,CUST02911,2024-09-02,Northeast,Paid Social,1004.4300000000001
ORD002290,CUST02911,2024-09-08,Northeast,Paid Social,403.52
ORD002291,CUST01579,2024-10-13,South,Organic Search,141.08
ORD002292,CUST01579,2024-12-13,South,Organic Search,81.12
ORD002293,CUST03027,2024-04-02,Midwest,Referral,261.02
ORD002295,CUST03027,2024-05-07,Midwest,Referral,551.86
ORD002296,CUST03027,2024-05-21,Midwest,Referral,400.31
ORD002297,CUST02853,2024-03-26,West,Organic Search,41.3
ORD002299,CUST02853,2024-08-12,West,Organic Search,51.28
ORD002300,CUST02723,2024-03-14,Northeast,Referral,187.58
ORD002301,CUST02723,2024-05-07,Northeast,Referral,190.04
ORD002302,CUST02723,2024-05-09,Northeast,Referral,349.33000000000004
ORD002304,CUST01321,2024-05-05,Northeast,Organic Search,821.87
ORD002305,CUST01321,2024-06-02,Northeast,Organic Search,297.88
ORD002306,CUST01321,2024-06-05,Northeast,Organic Search,312.93
ORD002307,CUST01321,2024-11-12,Northeast,Organic Search,144.7
ORD002309,CUST02506,2024-05-02,Midwest,Organic Search,336.09000000000003
ORD002310,CUST02506,2024-05-06,Midwest,Organic Search,123.06
ORD002312,CUST02506,2024-06-25,Midwest,Organic Search,951.52
ORD002313,CUST02506,2024-07-30,Midwest,Organic Search,116.12
ORD002315,CUST02506,2024-09-12,Midwest,Organic Search,748.1299999999999
ORD002316,CUST00120,2024-03-26,Northeast,Organic Search,931.33
ORD002317,CUST00120,2024-05-14,Northeast,Organic Search,358.41
ORD002318,CUST00120,2024-05-20,Northeast,Organic Search,538.84
ORD002319,CUST00120,2024-06-02,Northeast,Organic Search,264.42
ORD002320,CUST00120,2024-07-02,Northeast,Organic Search,655.02
ORD002321,CUST00120,2024-07-28,Northeast,Organic Search,879.9100000000001
ORD002322,CUST01216,2024-05-02,South,Organic Search,286.03999999999996
ORD002323,CUST01216,2024-06-21,South,Organic Search,524.15
ORD002324,CUST00873,2024-05-09,Northeast,Paid Social,248.22000000000003
ORD002325,CUST00873,2024-07-16,Northeast,Paid Social,754.3100000000001
ORD002326,CUST00873,2024-07-20,Northeast,Paid Social,652.3
ORD002327,CUST00873,2024-09-04,Northeast,Paid Social,603.12
ORD002328,CUST00873,2024-09-07,Northeast,Paid Social,475.6
ORD002329,CUST00873,2024-10-25,Northeast,Paid Social,381.06
ORD002330,CUST00873,2024-11-29,Northeast,Paid Social,702.46
ORD002331,CUST00873,2024-12-10,Northeast,Paid Social,1510.53
ORD002333,CUST00501,2024-05-13,Northeast,Direct,1299.77
ORD002334,CUST00501,2024-06-19,Northeast,Direct,90.15
ORD002335,CUST00501,2024-06-19,Northeast,Direct,670.9100000000001
ORD002336,CUST00501,2024-07-08,Northeast,Direct,116.12
ORD002337,CUST02215,2024-03-27,South,Organic Search,45.35
ORD002338,CUST02215,2024-04-07,South,Organic Search,716.96
ORD002339,CUST02215,2024-05-15,South,Organic Search,1824.46
ORD002340,CUST02215,2024-05-25,South,Organic Search,660.08
ORD002343,CUST02215,2024-08-09,South,Organic Search,561.11
ORD002345,CUST02215,2024-08-23,South,Organic Search,300.65999999999997
ORD002346,CUST02215,2024-09-23,South,Organic Search,324.9
ORD002347,CUST02215,2024-11-20,South,Organic Search,828.0799999999999
ORD002348,CUST02214,2024-03-18,Northeast,Email,141.44
ORD002349,CUST02214,2024-09-04,Northeast,Email,447.38
ORD002351,CUST00726,2024-03-29,South,Paid Social,342.39
ORD002353,CUST00726,2024-04-08,South,Paid Social,80.46
ORD002354,CUST00726,2024-05-10,South,Paid Social,1510.63
ORD002355,CUST00726,2024-05-29,South,Paid Social,930.48
ORD002356,CUST00726,2024-06-15,South,Paid Social,548.8
ORD002357,CUST00726,2024-06-15,South,Paid Social,71.09
ORD002358,CUST00726,2024-07-07,South,Paid Social,1153.92
ORD002360,CUST00726,2024-07-17,South,Paid Social,240.54000000000002
ORD002361,CUST01020,2024-04-05,Northeast,Paid Social,112.94999999999999
ORD002362,CUST01020,2024-07-03,Northeast,Paid Social,928.52
